Community,id,type,country,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event,Suspect
1,903311212,organization,Unknown,170,220,0.8542703858717949,235,390,85,84,53,168,83,88,81,77,34,8,15,0,4,4
1,SeaSpray Wave SRL Solutions,Uncategorized,Unknown,185,208,0.8535668449363868,234,393,98,82,57,156,52,117,86,78,37,6,11,2,4,4
1,Faurtil FÃ¡brica Urnas TietÃª,Uncategorized,Unknown,7,0,0.8640945657142859,8,7,7,0,0,0,2,2,3,0,0,0,0,0,0,0
1,Mar del Oeste Pic,company,Vesperlandia,170,187,0.8547187506162464,226,357,79,68,59,151,28,121,72,75,40,5,11,3,2,4
1,Ocean Fisheries Llc,Uncategorized,Unknown,194,208,0.8537109036567163,242,402,97,79,57,169,62,112,79,80,37,9,14,2,7,4
1,255â273,Uncategorized,Unknown,4,0,0.8693244349999999,5,4,0,4,0,0,2,1,0,0,1,0,0,0,0,0
1,png xi  Line,company,Country_628643,186,214,0.855444029425,250,400,94,99,59,148,35,131,93,84,33,5,14,3,2,4
2,Belgian Scallop Ltd. Liability Co,company,Country_271835,0,3,0.8866028,4,3,0,2,0,1,0,2,0,0,1,0,0,0,0,0
2,8609,organization,Unknown,1,2,0.8807457666666666,4,3,2,0,1,0,1,2,0,0,0,0,0,0,0,0
2,218,political_organization,Unknown,4,1,0.845251964,6,5,4,1,0,0,0,1,1,0,0,3,0,0,0,0
2,1972868,organization,Unknown,1,1,0.8615888,3,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0
2,39995740,organization,Unknown,1,2,0.89709335,4,3,0,1,2,0,0,1,1,0,1,0,0,0,0,0
2,Manned,vessel,Unknown,1,1,0.87241322,3,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0
2,Aerial,vessel,Unknown,2,0,0.87893887,3,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0
2,22150,political_organization,Unknown,4,0,0.8833664575,5,4,4,0,0,0,0,0,1,0,0,3,0,0,0,0
2,959,organization,Unknown,2,0,0.88565463,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0
2,4764109,organization,Unknown,1,1,0.88245522,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,37e46ce7-3cfa-4805-a254-5549adf19805,location,Unknown,1,4,0.849289196,6,5,0,0,0,5,0,0,1,1,3,0,0,0,0,0
2,Haryana s Co Transit,Uncategorized,Unknown,7,0,0.8618811185714286,8,7,0,0,7,0,0,3,2,0,0,1,0,0,1,0
2,5705060,organization,Unknown,0,1,0.8766352,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,259e9338-b33e-4dc7-843a-96a720d22d9b,location,Unknown,3,1,0.904250215,4,4,0,0,1,3,2,0,2,0,0,0,0,0,0,0
2,arts,event,Unknown,0,2,0.906202135,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
2,Christine Robinson,person,Country_271835,1,0,0.82753474,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,6d249c4d-1f62-4ab2-b107-8fd978f115c7,location,Unknown,0,2,0.83586535,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
2,Scott Mays,person,Country_552976,2,0,0.8879673299999999,3,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0
2,653505420,political_organization,Unknown,0,1,0.82495403,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,Jennifer Price,person,Country_271835,0,4,0.90644464,5,4,0,0,1,3,0,4,0,0,0,0,0,0,0,0
2,Dawn Oconnell,person,Country_271835,1,1,0.82230365,3,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0
2,48605,organization,Unknown,0,5,0.89472717,6,5,0,0,1,4,0,2,0,2,0,0,0,0,1,0
2,85052185,organization,Unknown,0,2,0.9301377,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
2,Saturday,movement,Unknown,2,0,0.82755862,3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2,6064a564-2a82-44b7-8614-3a33f25e41ba,location,Unknown,1,0,0.8137396,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,144431,organization,Unknown,1,1,0.862526985,3,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0
2,3cda9d0b-77af-4e85-bef8-e935ca55ea06,location,Unknown,0,3,0.9040890833333334,4,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0
2,737205,organization,Unknown,0,2,0.83378218,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,b4caf8cd-dbc7-4c99-9f2b-de407274c08b,location,Unknown,2,2,0.84232292,5,4,0,0,0,4,0,0,1,0,3,0,0,0,0,0
2,228,political_organization,Unknown,0,5,0.844342606,6,5,5,0,0,0,0,1,1,0,0,3,0,0,0,0
2,410af01b-a5fb-4d6c-946d-a48fea30332b,location,Unknown,4,0,0.8356193999999999,5,4,0,0,0,4,0,0,1,0,3,0,0,0,0,0
2,Robert Chang,person,Country_271835,0,1,0.90853083,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,878521,political_organization,Unknown,0,2,0.88260015,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2,4332001,organization,Unknown,0,1,0.8211864,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,Deep Sea Atlantic NV,Uncategorized,Unknown,2,1,0.8624883533333333,4,3,1,0,0,2,0,1,0,0,2,0,0,0,0,0
2,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,location,Unknown,1,2,0.8688290333333333,4,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0
2,cdc89aad-5d8c-48bf-b155-81d2a932782b,location,Unknown,0,5,0.8573196700000001,6,5,1,1,0,3,0,2,1,0,2,0,0,0,0,0
2,0a715a76-de97-4cc3-80a3-4dcbfa740079,location,Unknown,2,0,0.81770105,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2,25a765f4-b6d0-4588-9a7a-0798de847cfd,location,Unknown,1,2,0.8287269,4,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
2,416dab02-bf67-48af-a99b-c691339dc5e0,location,Unknown,0,3,0.8417557999999999,4,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
2,Michelle Campbell,person,Country_271835,1,0,0.8868583,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,whales,vessel,Unknown,0,3,0.8812603666666666,4,3,0,0,0,3,0,0,1,1,0,0,1,0,0,0
2,92a375a3-0c31-494e-9a56-eeabe3750d90,location,Unknown,2,0,0.83573639,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
2,59600,political_organization,Unknown,0,2,0.88361435,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2,91810266,organization,Unknown,1,0,0.9053821,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Makayla Anderson,person,Country_271835,3,3,0.8591496983333333,6,6,1,0,0,5,0,2,1,0,3,0,0,0,0,0
2,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,location,Unknown,3,2,0.859834998,5,5,2,0,0,3,0,1,1,3,0,0,0,0,0,0
2,80737369,organization,Unknown,1,6,0.85767756,8,7,2,0,0,5,0,1,1,2,2,0,1,0,0,0
2,4183208,organization,Unknown,2,0,0.8135291250000001,3,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0
2,Anna Johnson,person,Country_271835,0,2,0.870765955,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2,24189,organization,Unknown,0,2,0.83184918,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
2,724,organization,Unknown,0,1,0.820158,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,227,organization,Unknown,1,1,0.8581542950000001,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,9992346,organization,Unknown,0,2,0.84538892,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,a39483f8-121a-4c18-9b20-9e0d2cba52e9,location,Unknown,0,4,0.84569495,5,4,2,0,1,1,0,1,1,1,0,0,0,1,0,0
2,Image ArtTower,Uncategorized,Unknown,2,0,0.8838509,3,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
2,ec1b111d-b9eb-4eef-ab00-ff7124cca480,location,Unknown,0,3,0.8525649333333334,4,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0
2,63,political_organization,Unknown,2,5,0.8477923657142857,8,7,5,0,2,0,0,3,1,0,0,3,0,0,0,0
2,2030â,Uncategorized,Unknown,3,0,0.9121864133333334,4,3,0,0,0,3,0,2,0,1,0,0,0,0,0,0
2,52,organization,Unknown,2,3,0.836639194,5,5,0,3,0,2,0,3,2,0,0,0,0,0,0,0
2,38b72863-eaf3-4270-a213-d9ddaee2c6cb,location,Unknown,3,1,0.838915175,5,4,0,0,0,4,0,0,1,0,3,0,0,0,0,0
2,883320938,organization,Unknown,2,0,0.8770833,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0
2,Reunion,Uncategorized,Unknown,3,0,0.85302802,4,3,0,0,1,2,0,0,1,0,2,0,0,0,0,0
2,Spencer King,person,Country_271835,3,2,0.8767373920000001,6,5,0,1,1,3,0,2,2,1,0,0,0,0,0,0
2,7845,political_organization,Unknown,3,3,0.905735125,6,6,0,1,2,3,0,2,1,3,0,0,0,0,0,0
2,Timothy Reeves,person,Country_271835,5,3,0.91105667,8,8,0,1,5,2,0,4,1,1,0,2,0,0,0,0
2,44956,organization,Unknown,2,3,0.8301812100000001,6,5,0,0,4,1,0,2,0,0,2,1,0,0,0,0
2,3404599,organization,Unknown,15,1,0.8776486131250001,16,16,0,0,14,2,0,6,2,2,2,4,0,0,0,0
2,IMPORT,Uncategorized,Unknown,2,1,0.81502942,4,3,2,0,0,1,0,1,1,0,1,0,0,0,0,0
2,Mrs. Jessica Meyer,person,Country_271835,2,0,0.88821102,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2,95c715ba-891e-4472-8e2a-4e746dcc266a,location,Unknown,8,0,0.85840223875,9,8,0,1,3,4,1,3,1,1,2,0,0,0,0,0
2,85117949,political_organization,Unknown,3,11,0.8832187314285715,14,14,0,4,6,4,1,9,2,1,1,0,0,0,0,0
2,71317,organization,Unknown,5,0,0.830280042,6,5,3,0,0,2,1,2,1,0,0,1,0,0,0,0
2,854,organization,Unknown,3,0,0.8626535533333334,4,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0
2,23774,organization,Unknown,1,1,0.8585158749999999,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
2,5848,organization,Unknown,5,1,0.8880519583333334,6,6,4,0,0,2,0,6,0,0,0,0,0,0,0,0
2,Jamie Knox,person,Country_271835,2,0,0.8258290500000001,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0
2,3,political_organization,Unknown,2,1,0.8265990666666667,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
2,60806,organization,Unknown,6,3,0.8459494833333333,10,9,1,0,3,5,1,4,2,0,2,0,0,0,0,0
2,2591586,organization,Unknown,4,7,0.8606341118181817,12,11,2,3,2,4,2,7,1,1,0,0,0,0,0,0
2,1017141,organization,Unknown,0,3,0.8831770200000001,4,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0
2,185040354,organization,Unknown,30,19,0.876344226734694,43,49,11,15,9,14,6,32,1,5,2,1,1,1,0,0
2,Ancla del Mar Ltd. Corporation,Uncategorized,Unknown,3,0,0.8961535233333334,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
2,755,organization,Unknown,7,4,0.9260387854545457,12,11,0,4,7,0,1,6,1,1,1,1,0,0,0,0
2,196159,organization,Unknown,5,19,0.8385495612500001,24,24,3,3,17,1,0,17,1,2,1,3,0,0,0,0
2,Sean Vasquez,person,Country_271835,2,1,0.94576476,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
2,7775,organization,Unknown,7,6,0.9231400753846154,13,13,0,0,12,1,0,11,1,1,0,0,0,0,0,0
2,95,organization,Unknown,17,17,0.8837881902941177,28,34,3,5,23,3,5,19,3,1,4,1,0,0,1,0
2,924,organization,Unknown,8,6,0.744832132142857,14,14,1,5,6,2,3,7,0,2,1,0,1,0,0,1
2,Ashley Davis,person,Syrithania,1,1,0.84473362,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0
2,2262,organization,Unknown,32,36,0.8737936042647059,56,68,11,6,36,15,8,37,9,9,3,2,0,0,0,2
2,21323516,organization,Unknown,3,0,0.8230578566666665,4,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0
2,0,organization,Unknown,6,7,0.905740523846154,14,13,2,5,6,0,0,7,3,2,1,0,0,0,0,0
2,8787,organization,Unknown,3,15,0.8817680272222223,18,18,2,7,4,5,1,7,3,2,1,1,3,0,0,0
2,34731154,organization,Unknown,2,1,0.91493198,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0
2,493641959,organization,Unknown,1,1,0.8595634999999999,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0
2,164575,organization,Unknown,1,2,0.9051059333333334,4,3,0,1,0,2,0,1,1,1,0,0,0,0,0,0
2,oceanâs,vessel,Unknown,5,1,0.8722460999999999,7,6,0,2,0,4,0,2,2,0,1,0,1,0,0,0
2,Ms. Jenna Gonzalez MD,person,Country_552976,1,0,0.9446956,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,Kristen Martin,person,Country_271835,3,2,0.879524522,6,5,1,0,3,1,1,2,1,1,0,0,0,0,0,0
2,71755,organization,Unknown,5,0,0.8727190979999999,6,5,0,0,4,1,0,4,0,0,1,0,0,0,0,0
2,84,organization,Unknown,4,2,0.8691676583333333,7,6,4,1,1,0,1,1,1,1,0,2,0,0,0,0
2,6889326,political_organization,Unknown,1,0,0.82337284,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,97,organization,Unknown,4,5,0.85114255,9,9,1,1,3,4,1,5,0,2,1,0,0,0,0,0
2,Andrea Hansen,person,Country_271835,2,0,0.87182705,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,3785,organization,Unknown,2,0,0.8882108200000001,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,733,organization,Unknown,5,2,0.8488495571428573,8,7,6,0,1,0,0,3,0,1,1,2,0,0,0,0
2,494197,organization,Unknown,2,0,0.92489392,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0
2,15785056,organization,Unknown,2,0,0.8316428250000001,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
2,908724,organization,Unknown,5,0,0.861224668,6,5,2,0,0,3,0,2,0,1,2,0,0,0,0,0
2,Brian Williams,person,Country_271835,3,0,0.9575094933333334,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
2,439861274,organization,Unknown,4,3,0.9400476414285712,6,7,0,0,5,2,0,6,0,1,0,0,0,0,0,0
2,8412071,organization,Unknown,1,5,0.9100438316666666,6,6,0,1,3,2,0,6,0,0,0,0,0,0,0,0
2,865275,organization,Unknown,7,10,0.8824607964705882,15,17,0,3,8,6,1,9,3,3,1,0,0,0,0,0
2,4f533d76-17d7-4b95-86b5-106503c99b0c,location,Unknown,1,1,0.81624225,3,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0
2,1576352,organization,Unknown,8,0,0.912490725,9,8,8,0,0,0,0,4,0,2,0,2,0,0,0,0
2,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,location,Unknown,1,0,0.9289241,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,aea12579-8802-4b2d-b432-fc35fe4d10d5,location,Unknown,3,3,0.8414090483333334,7,6,0,0,1,5,0,2,1,1,2,0,0,0,0,0
2,Tanzania,Uncategorized,Unknown,2,9,0.8567295518181818,12,11,0,0,4,7,1,2,1,2,5,0,0,0,0,0
2,8561,organization,Unknown,1,0,0.936132,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,Mrs. Crystal Reyes,person,Country_271835,1,0,0.8231836,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,Kevin Moreno,person,Country_271835,2,0,0.84834033,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2,HMS Medway,vessel,Unknown,2,0,0.86018348,3,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2,Jason Cameron,person,Oceanus,2,4,0.8366341200000001,7,6,1,1,1,3,0,2,1,1,0,1,1,0,0,0
2,Laura Ballard,person,Country_271835,1,3,0.918215885,5,4,0,0,4,0,0,2,0,1,0,1,0,0,0,0
2,ânecessaryâ,Uncategorized,Unknown,1,2,0.9036052866666666,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
2,Gregory Moore,person,Country_271835,1,0,0.8239128,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,Caribbean,Uncategorized,Unknown,4,16,0.8414634370000001,21,20,6,0,3,11,1,7,1,4,3,4,0,0,0,0
3,99575926,organization,Unknown,4,1,0.903931892,5,5,0,2,0,3,0,4,0,1,0,0,0,0,0,0
3,610,organization,Unknown,1,1,0.8830853999999999,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0
3,86597,organization,Unknown,5,2,0.8438013171428571,8,7,0,0,4,3,0,5,0,0,0,2,0,0,0,0
3,6043477,organization,Unknown,2,2,0.870648735,5,4,0,1,2,1,0,2,0,2,0,0,0,0,0,0
3,457009514,organization,Unknown,4,2,0.8478380766666667,6,6,0,1,1,4,0,4,0,2,0,0,0,0,0,0
3,4975,organization,Unknown,3,6,0.8450874222222223,9,9,3,3,0,3,0,5,2,2,0,0,0,0,0,0
3,445a6124-4650-4e5a-83bb-a0e0b4040ee9,location,Unknown,0,1,0.815024,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,26978247,organization,Unknown,3,0,0.8586464166666667,4,3,0,0,0,3,0,1,2,0,0,0,0,0,0,0
3,Jason Huff,person,Country_271835,2,1,0.9109214,3,3,0,0,2,1,0,0,0,2,1,0,0,0,0,0
3,Adam Cook,person,Country_271835,1,0,0.8479064,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4,location,Unknown,1,2,0.8996748666666666,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0
3,Elizabeth Welch,person,Country_712875,2,7,0.8806396922222222,8,9,0,0,5,4,0,1,2,4,2,0,0,0,0,0
3,4369922c-ce1d-40ff-904c-1f6a3000bf6b,location,Unknown,1,0,0.9236536,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,14253815,organization,Unknown,0,2,0.8993358300000001,3,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0
3,853949688,organization,Unknown,0,1,0.82702225,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,1a2ebb93-1c85-4f40-abb1-cff639788678,location,Unknown,1,1,0.846213475,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
3,James Hall,person,Country_271835,2,0,0.91508915,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3,5639000,organization,Unknown,2,6,0.8517683225,9,8,2,1,3,2,2,2,1,3,0,0,0,0,0,0
3,âDo,Uncategorized,Unknown,4,0,0.8637871425,5,4,1,0,0,3,1,1,0,1,0,0,0,0,1,0
3,âStuff,event,Unknown,2,1,0.8632592433333333,4,3,0,0,0,3,0,1,1,1,0,0,0,0,0,0
3,Scott Day,person,Oceanus,4,2,0.8377016416666666,7,6,0,3,0,3,0,2,2,0,1,0,0,0,1,0
3,Kristi Miller,person,Country_271835,3,0,0.8559724666666666,4,3,0,0,1,2,1,1,0,1,0,0,0,0,0,0
3,Andrea Peters,person,Country_271835,1,1,0.905458805,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
3,353361057,organization,Unknown,1,0,0.91693646,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,767368152,organization,Unknown,2,2,0.8458332825000001,5,4,2,2,0,0,0,3,0,0,1,0,0,0,0,0
3,5415,organization,Unknown,1,1,0.8317622,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
3,Scott Medina,person,Country_271835,4,1,0.8817658399999999,6,5,2,3,0,0,0,4,1,0,0,0,0,0,0,0
3,Barbara Mccarty,person,Country_271835,4,0,0.88985976,5,4,0,0,3,1,0,1,1,1,1,0,0,0,0,0
3,775298545,organization,Unknown,0,3,0.8532593,4,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0
3,06430a2c-805a-4a76-bbda-2a24c0c860d7,location,Unknown,0,1,0.82301563,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,68,political_organization,Unknown,0,2,0.871198015,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3,e2b334d9-4d51-40b2-a7b1-441b88400b75,location,Unknown,1,3,0.84801986,5,4,1,0,0,3,0,2,0,0,1,1,0,0,0,0
3,44842,political_organization,Unknown,1,5,0.85910505,7,6,1,0,1,4,0,3,1,0,2,0,0,0,0,0
3,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,location,Unknown,9,3,0.8712045691666667,12,12,8,0,0,4,4,2,1,2,3,0,0,0,0,0
3,405ab2a5-68f0-4304-ab94-24c7995a248e,location,Unknown,0,3,0.8467650866666667,4,3,1,0,0,2,0,2,0,0,1,0,0,0,0,0
3,Ancla del Mar Kga,company,Country_271835,2,0,0.8113747,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
3,The Salty Pearl River S.p.A. Export,company,Country_342065,9,8,0.8471599976470588,17,17,1,3,3,10,3,2,6,1,5,0,0,0,0,0
3,425887173,organization,Unknown,7,4,0.8620209218181817,12,11,0,0,9,2,2,1,1,3,2,1,1,0,0,0
3,91dcf36d-dba8-41e8-a4cc-912981a27296,location,Unknown,3,1,0.8448643224999999,5,4,3,0,1,0,0,2,0,0,1,1,0,0,0,0
3,8701038,organization,Unknown,0,3,0.8507629400000001,4,3,0,0,2,1,0,1,0,0,1,1,0,0,0,0
3,e40c01a4-8ed5-400f-857d-31e7bd263e35,location,Unknown,5,0,0.834034008,6,5,2,0,1,2,0,0,1,1,3,0,0,0,0,0
3,Kristin Graham,person,Country_271835,1,0,0.83086324,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,Raymond Howell,person,Country_271835,2,2,0.85632135,5,4,0,0,2,2,0,4,0,0,0,0,0,0,0,0
3,Sarah Sandoval,person,Country_271835,1,1,0.88059222,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
3,39c767d3-a9b4-41f4-8a5d-e14b6c20a2d2,location,Unknown,1,1,0.865548225,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
3,e3431d4d-79df-4da9-b8cb-a4d05a8aa474,location,Unknown,1,1,0.89627865,3,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0
3,9473,organization,Unknown,2,0,0.81745,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
3,c9b9c344-98ec-40b8-af05-8528e5d82534,location,Unknown,2,5,0.8357106014285715,8,7,2,4,1,0,0,5,1,0,1,0,0,0,0,0
3,19471,organization,Unknown,9,7,0.858946608125,17,16,4,9,0,3,0,8,2,5,1,0,0,0,0,0
3,Kimberly Williams,person,Country_271835,2,0,0.886847115,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
3,âinitiallyâ,Uncategorized,Unknown,3,0,0.9618307,4,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0
3,933c4581-7ecc-4377-995c-7a200fee617b,location,Unknown,1,0,0.8707887,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,f6cca381-c55e-44cc-b685-6c4139459b96,location,Unknown,3,0,0.8999119700000001,4,3,0,0,0,3,0,1,0,0,1,1,0,0,0,0
3,f94bcae5-b023-48f6-a0d5-ff2f01cc00ed,location,Unknown,2,1,0.8878483766666667,4,3,0,0,0,3,0,1,0,0,1,1,0,0,0,0
3,New Bedford Light,Uncategorized,Unknown,2,0,0.81355675,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
3,Kathleen Gates,person,Country_271835,2,0,0.914079615,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0
3,683962,organization,Unknown,2,0,0.8250845,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
3,Mar del Paraso SRL Shipping,Uncategorized,Unknown,4,0,0.8917947525,5,4,0,0,2,2,0,3,1,0,0,0,0,0,0,0
3,8c53a730-3aa1-463f-aef6-999a3cfbfb70,location,Unknown,1,0,0.8828208,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,1,organization,Unknown,10,5,0.8474777006666667,14,15,2,8,1,4,2,7,1,2,1,0,0,0,2,0
3,âdevil vesselsâ,Uncategorized,Unknown,1,0,0.9090691,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Brian Nelson,person,Country_271835,2,0,0.8546232650000001,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0
3,72371354,political_organization,Unknown,2,0,0.94001395,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3,526269,organization,Unknown,13,0,0.9019063007692304,14,13,1,0,2,10,0,5,0,2,4,2,0,0,0,0
3,Lisa Jimenez,person,Country_271835,2,0,0.845017825,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3,83951569,organization,Unknown,3,0,0.8575946999999999,4,3,0,3,0,0,1,1,0,0,0,1,0,0,0,0
3,73166320,organization,Unknown,3,0,0.8425993533333332,4,3,0,1,2,0,1,1,1,0,0,0,0,0,0,0
3,951093,organization,Unknown,3,2,0.8498667839999999,6,5,1,0,1,3,1,1,1,1,1,0,0,0,0,0
3,650512,organization,Unknown,3,0,0.87603535,4,3,0,2,0,1,1,2,0,0,0,0,0,0,0,0
3,341411,organization,Unknown,102,151,0.8659034171936759,193,253,38,66,66,83,29,78,38,65,23,6,4,3,7,4
3,Lake Mweru A/S Carriers,Uncategorized,Unknown,3,2,0.7098100580000001,6,5,1,0,0,4,2,2,1,0,0,0,0,0,0,1
3,290834957,organization,Unknown,18,20,0.8708630857894736,35,38,0,9,14,15,4,16,0,6,8,4,0,0,0,0
3,James Berry,person,Country_271835,2,0,0.8768019,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0
3,Seabreeze Foods Corporation Logistics,Uncategorized,Unknown,3,0,0.8471965866666666,4,3,0,0,2,1,1,1,1,0,0,0,0,0,0,0
3,Pesquera,Uncategorized,Unknown,11,0,0.8871550027272727,12,11,11,0,0,0,1,7,1,1,1,0,0,0,0,0
3,Jessica Brown,person,Country_789037,2,3,0.8517409520000001,5,5,1,1,0,3,1,4,0,0,0,0,0,0,0,0
3,âfirst,event,Unknown,7,1,0.9200787375,9,8,0,6,0,2,0,4,2,1,0,1,0,0,0,0
3,Robert Nguyen,person,Country_948318,2,5,0.8971668571428573,8,7,1,3,3,0,0,1,1,3,0,0,0,1,1,0
3,Gulf of Guinea  Corporation,Uncategorized,Unknown,3,0,0.8518332900000001,4,3,0,0,0,3,1,1,0,1,0,0,0,0,0,0
3,58db776e-40f1-4e68-b13d-dcc42416ce58,location,Unknown,3,0,0.84278,4,3,0,0,0,3,1,1,0,1,0,0,0,0,0,0
3,Michele Henry,person,Country_271835,4,7,0.8641570781818182,10,11,0,4,2,5,4,1,2,1,3,0,0,0,0,0
3,Bryan Hill,person,Country_271835,1,3,0.83573644,5,4,0,2,1,1,1,1,1,1,0,0,0,0,0,0
