type,country,id,neighbor_count
Uncategorized,Unknown,Think Tank Index Reportâ,2
Uncategorized,Unknown,upenn,2
Uncategorized,Unknown,edu,2
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,5
Uncategorized,Unknown,Torremolinos,7
Uncategorized,Unknown,International-Convention,7
Uncategorized,Unknown,imo,5
organization,Unknown,890,2
Uncategorized,Unknown,âU,11
company,Country_271835,Senegal Coast Oyj Motorboat,4
organization,Unknown,762833,4
vessel,Unknown,Spy,1
person,Country_271835,Howard Pierce,2
political_organization,Unknown,228,5
political_organization,Unknown,63,7
organization,Unknown,84,6
political_organization,Unknown,22150,4
person,Country_271835,Jill Boyd,1
person,Country_459036,Kristin Davidson,4
person,Country_271835,Robert Carpenter,2
person,Country_459036,Mario Richardson,22
event,Unknown,âregions,5
organization,Unknown,7529,2
organization,Unknown,90254947,4
organization,Unknown,591787,4
person,Country_415128,Joseph Johnson,3
person,Country_895471,Peter Oliver,14
Uncategorized,Unknown,âsinkâ,3
organization,Unknown,555217629,45
person,Country_437825,Jeremy Jackson,3
person,Country_198078,Kelly Brown,15
person,Country_271835,Susan Porter,4
person,Country_271835,Meghan Wolfe,1
person,Country_931736,Zachary Petersen,2
person,Marebak,Stephen Evans,3
person,Country_271835,Charles Tran,6
location,Unknown,23550059-88d4-4a69-b74e-3c7de8bf56de,1
person,Country_984533,Patricia Byrd,1
person,Riodelsol,Ronald Mahoney,5
company,Country_271835,Playa de Coral GmbH Consultants,4
person,Country_271835,Kirk Jackson,5
Uncategorized,Unknown,âdegradedâ,3
person,Country_271835,Jeffrey Curry,3
person,Country_271835,Steven Huynh,2
person,Oceanterra,Evelyn Huang,8
event,Unknown,âpoint,3
person,Country_271835,Bonnie Perez,2
person,Country_483478,Courtney Evans,3
Uncategorized,Unknown,Mexicoâs YucatÃ,2
person,Country_271835,Jerry Welch,27
location,Unknown,1196cfc8-175c-465b-aee9-fbf74c81aa49,2
organization,Unknown,87,2
event,Unknown,NiÃ±o,2
person,Country_271835,Judy Johns,2
person,Country_271835,Richard Greer,5
person,Country_271835,David Hayden,1
person,Country_271835,Matthew Delgado,2
location,Unknown,21e68e53-183c-45a0-9805-68c099d4d9c0,1
Uncategorized,Unknown,âpioneersâ,2
event,Unknown,embaÃºba,5
Uncategorized,Unknown,âzombie,3
person,Country_981995,Kenneth Jones,2
event,Unknown,âSwiss,1
person,Country_271835,Elizabeth Dean,1
person,Country_271835,Daniel Mason,8
person,Country_271835,Miss Angel Thomas,5
person,Country_271835,Amanda Mitchell,5
person,Country_271835,Scott Brown,9
movement,Unknown,days,29
organization,Unknown,38111,2
person,Country_271835,Thomas Rivas,2
person,Country_271835,Holly Taylor,11
organization,Unknown,66030248,5
organization,Unknown,20571414,3
organization,Unknown,31894357,4
organization,Unknown,1225,8
organization,Unknown,363355,5
organization,Unknown,387674,6
person,Marebak,Alan Wells,40
political_organization,Unknown,981038,2
event,Unknown,âThese,13
person,Country_271835,Stephen Lowe,2
person,Country_271835,Nicholas Hernandez,2
person,Country_271835,Stephanie Robinson,3
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec,24
Uncategorized,Unknown,The Pew Charitable Trustsâ,1
person,Country_271835,Jerry Montgomery,1
location,Unknown,ad8fe467-3759-4f53-bf6a-896a237d187f,31
vessel,Unknown,Leng 999 Gal,2
organization,Unknown,1402,3
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f,2
organization,Unknown,25125567,2
person,Country_271835,Parker Jones,3
event,Unknown,âCollecting,2
organization,Unknown,33681303,9
person,Country_461742,Michael Brock,11
organization,Unknown,2573803,1
organization,Unknown,56126935,1
Uncategorized,Unknown,âcollaborativeâ,3
person,Syrithania,Xavier Sanchez,17
person,Country_271835,Raymond King,2
person,Country_542476,Thomas Morales,28
organization,Unknown,138782226,25
person,Country_271835,Christopher Daniel,2
person,Country_887466,Linda Sherman,18
person,Country_271835,Mary Lucas,3
person,Country_271835,Morgan Black,40
person,Oceanus,Kristine Vaughn,5
organization,Unknown,1301719,1
person,Marebak,Melissa Gonzales,12
organization,Unknown,496391,2
organization,Unknown,7539428,1
location,Unknown,8afc9cb6-edf5-4a7d-9a02-054444a5604e,2
person,Country_271835,Crystal Smith,2
person,Oceanus,Richard Perkins,42
person,Oceanus,Amanda Gibson,6
person,Country_271835,Christine Jones,3
person,Country_271835,Carlos White,19
organization,Unknown,28379,3
person,Country_271835,Christine Robinson,1
organization,Unknown,958085,12
company,Marebak,Diao er Ltd. Corporation Transport,5
company,Marebak,Tshikwea Corp Marine sanctuary,12
location,Unknown,5ede75fe-f670-4a59-b693-da34e7f6eb47,7
person,Country_271835,Robert Adams,9
person,Country_271835,Brandon Jackson,1
person,Osterivaria,Sierra Smith,15
organization,Unknown,519994690,3
organization,Unknown,102642,5
organization,Unknown,7908385,4
organization,Unknown,691192,2
organization,Unknown,243964,2
company,Country_271835,Turkish Sword Ltd Export,3
person,Country_271835,Jasmine Camacho,4
person,Country_271835,Lindsey Palmer,4
event,Unknown,âespecially,3
person,Country_271835,Melissa Spence,2
location,Unknown,e13aca6a-88b5-4be7-a293-4a57854d7b1d,4
person,Country_789037,Jessica Brown,4
person,Country_271835,Daniel Snyder,11
organization,Unknown,441,1
person,Country_271835,Bethany Wright,3
person,Country_271835,Willie Hill,3
person,Country_271835,Jennifer Meyers,2
person,Country_271835,Allison Leonard,3
Uncategorized,Unknown,ââ,23
person,Country_271835,Amanda Andrews,12
person,Ivarisia,Bruce Brooks,2
organization,Unknown,111795162,3
organization,Unknown,482048,1
organization,Unknown,70,3
event,Unknown,âHe,31
location,Unknown,7cc6bfba-4893-444b-a641-a7d0b48fa427,3
organization,Unknown,56,10
organization,Unknown,621770,2
organization,Unknown,3016,11
organization,Unknown,98703,6
person,Country_271835,Misty Thomas,4
organization,Unknown,314,1
organization,Unknown,567,7
organization,Unknown,990,11
organization,Unknown,341853,7
organization,Unknown,13592,3
person,Country_449947,Dawn Sanchez,5
organization,Unknown,979893388,177
person,Country_271835,Tammy Ryan,1
person,Country_204272,Timothy Lopez,2
company,Country_271835,Marine Mermaids CJSC Marine biology,2
person,Country_204272,David Larsen,1
political_organization,Unknown,706129,2
organization,Unknown,14,4
organization,Unknown,4698,6
organization,Unknown,89734,4
person,Country_271835,Terry Murphy,5
organization,Unknown,491,6
organization,Unknown,3528,2
organization,Unknown,43247945,2
location,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,3
person,Country_271835,Mary Horton,5
vessel,Unknown,cutter James,2
person,Country_800653,Mr. Mark Kline,2
location,Unknown,1da2bc5a-e590-41c9-9982-2ade48dfc426,2
organization,Unknown,842229565,1
person,Country_271835,Dylan Roberts,2
vessel,Unknown,Hang,2
organization,Unknown,41695239,2
organization,Unknown,489,2
location,Unknown,67a59fab-710a-4992-b6d0-d581fd9dceba,12
location,Unknown,da75877e-ec57-42cc-82b9-de68c8d333e7,10
vessel,Unknown,boat,2
person,Syrithania,Michelle Hancock,3
person,Country_271835,Kathy Rodriguez,3
Uncategorized,Unknown,GalÃ,2
political_organization,Unknown,950296,7
vessel,Unknown,Oceans,3
person,Country_271835,David Weber,1
location,Unknown,7c54563c-577c-462f-8e30-389b510c776a,1
event,Unknown,Morning,2
person,Country_271835,Jennifer Simmons,2
organization,Unknown,4759,2
vessel,Unknown,626,13
location,Unknown,72899187-0989-47fa-9db0-cd1d4c3fc4e3,2
organization,Unknown,833355,2
political_organization,Unknown,27078926,3
organization,Unknown,2983,4
organization,Unknown,613281364,2
person,Country_271835,Dylan Moss,2
organization,Unknown,92,4
political_organization,Unknown,8597,2
organization,Unknown,801809,2
person,Country_271835,Angela Spencer,2
organization,Unknown,97,8
political_organization,Unknown,6889326,1
location,Unknown,ec1b111d-b9eb-4eef-ab00-ff7124cca480,3
organization,Unknown,32416483,2
location,Unknown,f2aee915-d483-4823-a030-9aac5e44c1fe,30
vessel,Unknown,oceanâs,6
organization,Unknown,7328,4
company,Country_271835,OceanicOrigin Foods Co and Son's,2
organization,Unknown,71317,5
organization,Unknown,852015,1
organization,Unknown,65,1
organization,Unknown,58745,1
organization,Unknown,71755,5
organization,Unknown,1972868,2
organization,Unknown,61057213,2
organization,Unknown,653,4
location,Unknown,473c1320-e50b-4f90-a068-76f82e210f26,2
company,Country_271835,Ola de la Costa S.A. de C.V.,2
organization,Unknown,18,7
organization,Unknown,24641639,2
organization,Unknown,678,3
organization,Unknown,6393,4
person,Country_271835,Margaret Shields,1
organization,Unknown,346281879,2
organization,Unknown,341,9
organization,Unknown,1094345,22
vessel,Unknown,629,7
person,Country_271835,Brian Wolfe,2
organization,Unknown,119411,15
organization,Unknown,8950,3
location,Unknown,8041aa28-8c50-4083-a528-469c0c6251d9,14
vessel,Unknown,621,8
person,Country_271835,Frank Guzman,2
location,Unknown,34f0cbbf-83c3-4e09-ad7a-b94a778f7c12,1
person,Country_271835,Michael Porter,7
person,Country_271835,Madison Edwards,1
person,Marebak,Calvin Salas,34
Uncategorized,Unknown,âpresumedâ,4
Uncategorized,Unknown,âconfirmedâ,5
organization,Unknown,685607,3
organization,Unknown,265494227,3
location,Unknown,2a282617-d174-409c-b0b1-490fdc369335,7
company,Country_271835,xu y Ltd. Corporation,5
event,Unknown,periods years,5
organization,Unknown,89035,8
person,Wysterion,Tristan Johnson,6
person,Country_271835,Andrew Gamble,4
organization,Unknown,21724,3
event,Unknown,âhigh,5
Uncategorized,Unknown,âwidespreadâ,3
person,Country_907876,David Mcfarland,7
Uncategorized,Unknown,âprotectedâ,2
organization,Unknown,30700925,1
person,Country_271835,George Morton,2
person,Country_271835,Janice Bell,2
movement,Unknown,Saturday,2
location,Unknown,a39483f8-121a-4c18-9b20-9e0d2cba52e9,4
organization,Unknown,58623386,15
organization,Unknown,492238508,3
person,Country_709784,Anita Tate,8
organization,Unknown,4447143,2
person,Country_271835,Lisa Foster,1
organization,Unknown,34252,6
organization,Unknown,8494294,1
Uncategorized,Unknown,Catchâ,1
organization,Unknown,17,2
organization,Unknown,150674265,2
person,Oceanus,Audrey Romero,5
person,Oceanus,Melinda Wade,2
location,Unknown,36b70b18-465a-442f-bfbe-cedb85d48acc,1
organization,Unknown,13,3
organization,Unknown,3887,6
vessel,Unknown,reefers,2
Uncategorized,Unknown,âencounteredâ,4
person,Country_271835,Veronica Payne,4
person,Country_271835,Ronnie Burns,4
person,Country_271835,Lisa Lambert,10
organization,Unknown,1360,13
person,Country_271835,Kimberly Lara,2
location,Unknown,2ad4f7ea-6f93-4a11-ace7-d7a4234bb991,9
location,Unknown,b24194ae-69ad-4e6c-be29-787c215cde65,1
person,Country_271835,Sara Jenkins,6
location,Unknown,19a4297e-2d2b-47c0-9dce-816148a16f4e,5
vessel,Unknown,Maru,4
person,Country_271835,Danielle Camacho,15
organization,Unknown,60693571,1
organization,Unknown,54073418,1
person,Country_271835,Mr. Justin Bailey MD,2
organization,Unknown,76568,8
location,Unknown,c682ec16-cd10-4a6c-94ce-4a5eb590b42e,3
person,Country_271835,Paula Allen,3
Uncategorized,Unknown,13 yearsâ,4
movement,Unknown,three,4
person,Country_271835,Christy Fields,2
person,Country_271835,Michele Hernandez,2
person,Country_271835,Mary Castillo,3
person,Country_271835,Jennifer Brown,1
person,Country_271835,John Barnes DDS,13
organization,Unknown,830155,2
person,Country_271835,Anna Turner,2
person,Country_271835,Stephanie Quinn,2
organization,Unknown,9590898,5
person,Arreciviento,Joshua Garrett,4
organization,Unknown,95230042,2
organization,Unknown,21240092,5
organization,Unknown,7234,2
organization,Unknown,6335187,15
organization,Unknown,695031,2
organization,Unknown,2508,4
organization,Unknown,6391,3
person,Country_271835,Mary Jenkins,2
political_organization,Unknown,75835980,2
organization,Unknown,23774,1
person,Luminsia,Nicole Smith,12
organization,Unknown,9992346,2
organization,Unknown,227,2
vessel,Unknown,ocean,7
person,Country_271835,Jennifer Reilly,1
political_organization,Unknown,79,2
organization,Unknown,39893,2
location,Unknown,47bd4f34-d0af-41f0-88c5-eb9d4fde440c,2
organization,Unknown,3782,14
organization,Unknown,7441,4
Uncategorized,Unknown,Fisheries Animal Industriesâ,3
person,Country_271835,Donald Thompson,2
person,Country_271835,Cynthia Byrd,1
person,Country_271835,Christopher Hernandez,2
organization,Unknown,58666504,2
person,Country_271835,Jennifer Frederick,3
organization,Unknown,70347729,1
organization,Unknown,116070050,2
location,Unknown,b47086b0-e225-436a-83b1-2cf5cda4dbd5,4
organization,Unknown,613465161,2
vessel,Unknown,bottom,7
person,Country_271835,Michael Patton,2
person,Country_271835,Kristin Jones,2
organization,Unknown,884648,7
organization,Unknown,90,19
organization,Unknown,353149780,2
organization,Unknown,2913,12
organization,Unknown,693436,5
location,Unknown,88a1fe65-33d9-487a-a3ac-d4208f41b754,3
person,Country_271835,Jenna Barton,3
location,Unknown,67f3755e-7f86-40a1-ae17-998d50a3e772,1
organization,Unknown,631919,1
person,Country_271835,Stephen Gutierrez,1
person,Country_271835,Jessica Owens,3
person,Country_271835,John Hutchinson,2
person,Country_271835,Daniel Wood,3
event,Unknown,â¬7,2
vessel,Unknown,reefer,1
vessel,Unknown,Fu Yuan Yu Leng 999,1
location,Unknown,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6,1
organization,Unknown,8732,2
organization,Unknown,44396,2
location,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba,9
organization,Unknown,6038,2
vessel,Unknown,Chinook,2
organization,Unknown,6274,1
location,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9,6
organization,Unknown,6758207,7
Uncategorized,Unknown,abc12,2
political_organization,Unknown,40,13
organization,Unknown,615043,2
person,Country_271835,Robert Lewis,2
person,Country_271835,Margaret Nichols,2
organization,Unknown,64124835,4
organization,Unknown,767,13
person,Country_271835,Chris Grant,2
person,Country_271835,Angela Orr,5
organization,Unknown,67909,2
location,Unknown,e09b64a2-397a-4bec-96a1-7d61479fe37a,2
organization,Unknown,1012,2
person,Country_271835,Katelyn Gibson,3
person,Country_271835,Kayla Reynolds,1
organization,Unknown,724,1
organization,Unknown,824,2
person,Country_271835,William Williams,2
person,Country_271835,Vicki Owen,4
person,Country_271835,Alyssa Mccoy,2
location,Unknown,292bf7d9-d86c-411d-9a85-da0cb4535e22,6
location,Unknown,c82d3e99-b297-484e-a28a-76cba8d515cc,4
person,Country_271835,Scott Wright,3
organization,Unknown,854,3
political_organization,Unknown,2653581,1
person,Country_271835,John Conley,15
organization,Unknown,977,1
person,Country_271835,James Hernandez,2
location,Unknown,1f899410-3447-48e7-bcb3-cbff10619e86,1
organization,Unknown,39048624,3
vessel,Unknown,river,3
person,Country_271835,Rhonda Johnson,4
political_organization,Unknown,54,1
organization,Unknown,1853970,2
organization,Unknown,87648111,4
person,Country_271835,Barbara Mccarty,4
person,Country_271835,Christopher Simon,5
person,Country_271835,Lauren Jackson DDS,2
event,Unknown,ï¬shes,2
event,Unknown,ï¬sh,2
person,Country_990614,Darren Wilson,4
person,Country_271835,Andrew Miller,2
person,Country_990614,Erica Cisneros,4
political_organization,Unknown,440994840,6
person,Country_271835,Heather Hill,1
person,Country_271835,Krystal Lee,1
organization,Unknown,42258,1
organization,Unknown,506986590,2
organization,Unknown,7321,2
organization,Unknown,647724,1
organization,Unknown,272735814,1
person,Country_271835,Wesley Woods,2
company,Country_283574,Dry Creek Marine sanctuary,2
organization,Unknown,1214936,3
organization,Unknown,2751,5
person,Country_271835,Marvin White,3
person,Country_271835,Philip Black,2
person,Country_271835,Laurie Clark,1
organization,Unknown,7548555,5
vessel,Unknown,ARA Contraalmirante Cordero,2
person,Country_198078,Keith Webb,13
organization,Unknown,54217974,17
organization,Unknown,38,20
person,Country_271835,Elijah Gordon,6
organization,Unknown,71352,2
organization,Unknown,60806,9
location,Unknown,259e9338-b33e-4dc7-843a-96a720d22d9b,3
organization,Unknown,461553,2
organization,Unknown,538991,2
organization,Unknown,71,6
person,Oceanus,Rebecca Fox,1
event,Unknown,expect year,3
company,Country_271835,Charles OJSC Marine conservation,4
vessel,Unknown,shrimper,1
company,Ariuzima,Caracola Azul Limited Liability Company,2
person,Country_271835,Brandy Williams,8
location,Unknown,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,2
vessel,Unknown,coastguard,2
company,Country_271835,Viento y Mar BV,3
person,Country_271835,Robert Vega,10
person,Country_271835,James Sampson,2
person,Country_271835,Debra Hebert,1
organization,Unknown,135024,2
organization,Unknown,38844,4
person,Country_271835,John Frederick,3
person,Country_271835,Allison Rodgers,2
organization,Unknown,759,3
location,Unknown,0ae94787-4593-4139-848d-9174ea13ac23,2
company,Country_271835,OceanFront Foods Co Beach,3
political_organization,Unknown,19186817,3
political_organization,Unknown,2748013,2
organization,Unknown,23636990,5
organization,Unknown,996,5
organization,Unknown,81661977,2
movement,Unknown,metric,2
organization,Unknown,24189,2
organization,Unknown,216,4
person,Oceanus,Frederick Hunter,2
organization,Unknown,9977227,5
organization,Unknown,64365043,2
location,Unknown,06c161ac-e601-493f-b8df-839382e16a74,1
organization,Unknown,458785,1
location,Unknown,e5e2e269-ccc5-4e16-88a8-e909c1fa32db,3
organization,Unknown,42,14
organization,Unknown,4258240,3
person,Country_271835,Julie Parks,2
organization,Unknown,891,8
location,Unknown,a96730cc-485e-46be-aba4-339442bacd8d,5
vessel,Unknown,USCGC,7
person,Country_271835,Kristi Weeks,4
vessel,Unknown,DDG,3
vessel,Unknown,USS,7
vessel,Unknown,USS Hurricane,1
vessel,Unknown,PC,19
person,Country_271835,Brandi White,3
person,Country_271835,Tara Hanson,3
person,Country_271835,Wesley Vasquez,2
organization,Unknown,16,7
person,Country_271835,Rebecca Adams,2
organization,Unknown,29481,4
person,Country_271835,Briana Johnson,2
organization,Unknown,6126134,2
organization,Unknown,595038316,2
organization,Unknown,673431,4
organization,Unknown,73704,5
organization,Unknown,6780,25
person,Country_271835,Mr. Joseph Johnson,4
organization,Unknown,7480,3
person,Country_271835,Marie Lee,12
organization,Unknown,4769248,2
organization,Unknown,3015,2
organization,Unknown,2679,5
location,Unknown,97836b65-db6a-43bf-9467-cf57d84645ff,5
person,Country_271835,Douglas Gillespie,2
Uncategorized,Unknown,âdisasterâ,2
person,Country_271835,Jonathan Garner,3
person,Country_271835,Amanda Contreras,3
vessel,Unknown,Long Xing 629,2
person,Country_271835,Bryan Hill,4
location,Unknown,58db776e-40f1-4e68-b13d-dcc42416ce58,3
person,Marebak,Anthony Le,3
person,Country_271835,Jo Francis,2
person,Country_271835,Stephanie Thompson,2
person,Country_271835,Michael Baker,2
organization,Unknown,868,2
organization,Unknown,99985383,2
organization,Unknown,298,2
person,Country_271835,Michael Wagner,3
person,Country_271835,Susan Hodges,2
person,Country_663412,Michael Chen,9
person,Country_271835,Jennifer Thompson,2
person,Country_271835,Sabrina Zamora,2
person,Country_271835,Hannah Chandler,2
vessel,Unknown,Deckhands,2
person,Country_271835,Bruce Bates,2
person,Country_271835,Kimberly Lopez,3
person,Country_271835,Teresa Jackson,5
Uncategorized,Unknown,âWe fins,3
location,Unknown,ecf18ac9-a773-43a0-98c8-cdd264565b2f,2
organization,Unknown,46,5
location,Unknown,65fea097-e838-4be6-9889-83f5361fe777,2
person,Country_907876,Ann Nelson,7
person,Country_948318,Robert Nguyen,7
location,Unknown,dec69ea4-1c0c-4b31-b6fe-7d0c7e4b8fd9,2
person,Country_271835,Dr. Michelle Dominguez,4
person,Country_271835,Charles Hart,2
vessel,Unknown,Tian,1
person,Oceanus,Patricia Bowen,15
person,Country_271835,Paul Holloway,1
person,Country_271835,Maria Russell,3
person,Country_271835,Justin Rodriguez,4
person,Country_271835,Carl Lopez,3
company,Country_271835,Mar del Norte Ferry,2
organization,Unknown,122245,12
organization,Unknown,4946,2
person,Country_271835,Gabriela Graham,2
person,Country_271835,Joseph Newman,2
person,Country_242593,Danielle Valdez,5
person,Country_271835,Susan Williamson,5
person,Country_271835,Lauren Reynolds,6
political_organization,Unknown,91,5
political_organization,Unknown,20,6
organization,Unknown,74211169,1
company,Islavaria,Romero Oyster NV Carriers,3
person,Country_271835,James Hall,2
organization,Unknown,3553,1
organization,Unknown,72875,2
vessel,Unknown,Coast Guard Cutter Edgar Culbertson,3
movement,Unknown,38,20
person,Country_443882,Heidi Kline,2
organization,Unknown,863749817,3
organization,Unknown,475,6
organization,Unknown,567217,3
vessel,Unknown,Oliver,5
person,Country_271835,Amanda Becker,10
organization,Unknown,160,90
person,Country_271835,Nicholas Dennis,2
organization,Unknown,938816,3
Uncategorized,Unknown,ðªðª,3
organization,Unknown,5469,3
organization,Unknown,4679,1
company,Country_271835,Cape Verde Islands Oyj,1
person,Country_271835,Andre Phillips,3
vessel,Unknown,USCGâs,3
vessel,Unknown,CutterOliverHenry,2
person,Country_271835,Scott Solis,2
person,Country_271835,Jonathan Spence,1
organization,Unknown,11,2
person,Country_271835,Tanner Smith,3
person,Country_271835,Emily Bailey,3
organization,Unknown,30041,19
organization,Unknown,468511,4
organization,Unknown,86,3
person,Country_271835,Ann Flowers,1
organization,Unknown,60774,3
organization,Unknown,47,3
person,Country_271835,Michael Bullock,2
person,Country_271835,Michelle Singh,7
vessel,Unknown,SSN,7
person,Country_271835,Tyler Palmer,8
vessel,Unknown,HMAS,5
location,Unknown,dec44f58-94b0-4070-bfb3-1e13ef308ec3,9
person,Country_271835,Chad Nichols,3
organization,Unknown,2114,2
organization,Unknown,34020206,2
company,Country_271835,Fin Flair Pic Delivery,2
person,Country_271835,Scott Wallace,2
person,Uzifrica,Tony Patterson,9
Uncategorized,Unknown,Sampath,2
organization,Unknown,683962,2
person,Country_271835,Anna Johnson,2
location,Unknown,95c715ba-891e-4472-8e2a-4e746dcc266a,8
person,Marebak,Anna Smith,5
organization,Unknown,760219951,2
political_organization,Unknown,36744944,9
organization,Unknown,734121719,3
person,Country_271835,Kathleen Gates,2
location,Unknown,6b58646e-1d3a-4b72-b8a0-9f57c296d73d,2
organization,Unknown,9357541,3
person,Country_271835,William Atkinson,2
person,Country_271835,Lisa Payne,4
organization,Unknown,87278,3
person,Country_271835,Christine Chaney,4
organization,Unknown,8226730,3
location,Unknown,5b199218-6513-430b-8e56-8aa1d83456a3,3
person,Country_271835,Mr. Jose King,6
person,Country_271835,Thomas Adams,2
organization,Unknown,75,3
person,Country_271835,Kimberly Olson,3
organization,Unknown,911243414,2
organization,Unknown,9280,1
location,Unknown,cc6cf3e0-5794-4497-a31d-79b4db1b55a9,2
person,Brindivaria,Ryan Garrett,12
organization,Unknown,408119,14
person,Country_271835,Gary Butler,11
person,Country_271835,Gary Smith,11
person,Country_271835,Denise Diaz,12
location,Unknown,6ead18ca-3084-4f8e-9c1e-a5e470fc5935,12
organization,Unknown,48259,13
location,Unknown,b636c0f8-2ddf-42ad-9f9c-73bd48682561,2
Uncategorized,Unknown,United Statesâ,3
organization,Unknown,55301,2
person,Country_271835,Elaine Duncan,4
Uncategorized,Unknown,Game Thiefâ,2
organization,Unknown,604905,4
organization,Unknown,784221,6
location,Unknown,ae19b5a7-4f70-4366-98ad-819e3009aeca,8
location,Unknown,d4947401-8ec7-48b9-a66f-45d983d59e0a,35
person,Country_271835,Dennis Little,3
Uncategorized,Unknown,âtransshipmentâ,3
person,Marebak,Brooke Garza,4
vessel,Unknown,Feng,4
organization,Unknown,82462633,6
person,Country_271835,Carrie Elliott,6
organization,Unknown,5235138,2
person,Country_338923,Breanna Ward,1
person,Country_271835,Donna Webb,3
event,Unknown,summer,3
person,Country_271835,Tracy Smith,2
person,Country_729731,Kimberly Petersen,3
person,Country_271835,Robert Schaefer,1
person,Country_271835,Samuel Stokes,3
person,Country_271835,Timothy Hernandez,2
organization,Unknown,5680682,14
political_organization,Unknown,47234884,2
person,Oceanus,Marcus English,1
person,Country_271835,Meghan Kim,1
person,Country_271835,David Nunez MD,4
event,Unknown,30,3
person,Country_271835,Thomas Diaz,3
person,Country_271835,Hannah Taylor,3
person,Country_271835,Joanna Brown,7
organization,Unknown,307,1
person,Country_271835,Monique Rios,2
event,Unknown,yearsâthat,1
political_organization,Unknown,950574,3
Uncategorized,Unknown,Pacific Island States United Statesâ,4
Uncategorized,Unknown,territory American Samoa,4
location,Unknown,62d4bdbc-8978-4cbf-b9ea-82aaa9188c91,4
organization,Unknown,900,3
company,Country_271835,Coastal Crusaders Kga Worldwide,4
person,Country_271835,Luis Douglas,2
company,Country_271835,Seashell Sanctum SRL Transport,2
person,Country_271835,Fernando Steele,3
person,Country_271835,David Tucker,1
company,Helvoris,Tiao piao AG Delivery,8
location,Unknown,e39609a3-b437-41c2-b114-e21dc69a9bb1,4
Uncategorized,Unknown,âeared sealsâ,3
person,Helvoris,Robert Mcintosh,3
person,Helvoris,Amber Sharp,4
person,Country_271835,James Anderson,4
organization,Unknown,497,2
organization,Unknown,7892,4
organization,Unknown,8513,1
organization,Unknown,1415,1
organization,Unknown,3433,2
person,Country_271835,Kara Sullivan,2
person,Kethanor,Teresa Gardner,2
person,Country_271835,Trevor Brown,2
person,Country_271835,Kimberly Roberts,2
person,Country_271835,Ricky Holland,4
person,Country_271835,Lydia Day,3
event,Unknown,âit,7
person,Country_271835,Nichole Kline,4
person,Country_271835,Ryan Rich,3
organization,Unknown,650749,5
person,Country_271835,Shawna Welch,2
person,Country_271835,Zachary Jordan,5
Uncategorized,Unknown,holesâ,2
organization,Unknown,89526932,2
event,Unknown,âfirst,8
organization,Unknown,26978247,3
Uncategorized,Unknown,nigeria,1
vessel,Unknown,boatâs,5
organization,Unknown,53792,4
location,Unknown,c66f5cd5-3891-43ce-a3f8-0147b3d643b1,2
location,Unknown,032522db-8105-4c26-8142-ae9d5806f7c5,3
person,Syrithania,Mrs. Melinda Richardson,2
person,Country_271835,Frederick Harris,2
organization,Unknown,30141220,3
organization,Unknown,90192265,3
person,Country_271835,Natalie Gill,1
location,Unknown,23f52980-e4f4-43da-ac02-9c1eef637751,5
organization,Unknown,245658,1
organization,Unknown,552027385,3
person,Country_271835,Brian Stevens,2
Uncategorized,Unknown,âconservativeâ,1
location,Unknown,e4e5b1ca-e210-4d3f-8cea-fa5c2309340f,2
location,Unknown,ce06b4c4-dd19-485d-ad52-f7cd953db1c2,2
location,Unknown,d2589980-b0c7-4c36-8ddf-8afe554853ea,2
person,Country_271835,Robin Fernandez,2
event,Unknown,week,19
person,Country_271835,Diana Kelley,3
person,Country_271835,Angela Wright,1
person,Country_271835,Miranda Small,2
person,Country_271835,Stacey Ortega,7
vessel,Unknown,FV,6
person,Country_980042,Gary Crawford PhD,5
vessel,Unknown,FV Snake,7
vessel,Unknown,FV Viking,6
vessel,Unknown,FV Thunder,7
Uncategorized,Unknown,Aquacultureâ,8
person,Country_271835,Paul Parker,2
organization,Unknown,4877,3
Uncategorized,Unknown,âdiscriminationâ,1
person,Country_271835,Jessica Gibson,1
location,Unknown,da7677f8-d1f0-4e35-afe9-4240613e866b,3
organization,Unknown,48115,3
person,Mawazam,Rhonda Sullivan,1
person,Country_216139,Adam Gutierrez,1
person,Country_271835,Gregory Carter,2
person,Country_271835,Martin Bryant,13
organization,Unknown,555,2
organization,Unknown,903311212,234
organization,Unknown,683113035,3
Uncategorized,Unknown,th,3
person,Country_271835,Bruce Spears,4
Uncategorized,Unknown,ItaquaÃ,8
location,Unknown,1710a32e-7a58-4d7f-9c5e-bf897b7419a3,13
person,Country_271835,Sherry Richmond,4
person,Country_271835,Daniel Shaffer,2
person,Country_271835,Sierra Vincent,3
person,Country_271835,Margaret Ward,3
person,Country_913963,Wendy Crane,15
person,Oceanus,Richard Bowers,2
person,Country_271835,Joshua Hammond,2
person,Country_230197,Samuel Cross,4
event,Unknown,âAs,9
organization,Unknown,47698,1
Uncategorized,Unknown,DECEUNINCK,2
person,Country_271835,Kristi Ryan,2
