id,type,country,neighbor_count,In_Degree,Out_Degree,Tot_Degree,Count,Average_Weight,size,Community,Community_avg_weight,no_location,Connected_political_organization,Score,Suspicion rate
e678510b-947d-455a-8eb0-44d1009682ec,location,Unknown,24,11,21,32,2,0.860858474,-1,1,0.859454355,0,0,1.96,32.67%
The Pew Charitable Trustsâ,Uncategorized,Unknown,1,0,1,1,383,0.8190703,-1,1,0.859454355,1,0,3.65,60.83%
Jerry Montgomery,person,Country_271835,1,1,0,1,383,0.8155481,-1,16,0.863440281,0,0,2.27,37.83%
ad8fe467-3759-4f53-bf6a-896a237d187f,location,Unknown,31,11,26,37,4,0.886110839,-1,16,0.863440281,0,0,1.01,16.83%
Leng 999 Gal,vessel,Unknown,2,2,0,2,1014,0.80900478,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
1402,organization,Unknown,3,0,3,3,578,0.839983303,0,1,0.859454355,1,0,2.7,45.00%
a0deebdf-db0c-4aa8-91b6-0536e017c20f,location,Unknown,2,2,0,2,1014,0.874516125,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
25125567,organization,Unknown,2,0,2,2,1014,0.865392215,0,0,0.859966164,0,0,1.96,32.67%
Parker Jones,person,Country_271835,3,1,2,3,578,0.869540567,-1,17,0.871449309,0,0,1.01,16.83%
âCollecting,event,Unknown,2,2,0,2,1014,0.903261675,-1,17,0.871449309,0,0,1.3199999999999998,22.00%
33681303,organization,Unknown,9,4,5,9,59,0.918499727,0,4,0.868860929,0,1,-0.387,-6.45%
Michael Brock,person,Country_461742,11,5,8,13,36,0.880631592,-1,1,0.859454355,0,0,1.01,16.83%
2573803,organization,Unknown,1,1,0,1,383,0.8187911,0,31,0.860083032,1,0,3.01,50.17%
56126935,organization,Unknown,1,0,1,1,383,0.83132195,0,20,0.860504275,1,0,3.65,60.83%
âcollaborativeâ,Uncategorized,Unknown,3,3,0,3,578,0.874276213,1,1,0.859454355,1,0,1.69,28.17%
Xavier Sanchez,person,Syrithania,17,10,9,19,16,0.872338661,-1,8,0.854248151,0,0,0.37,6.17%
Raymond King,person,Country_271835,2,2,0,2,1014,0.907082135,-1,8,0.854248151,0,0,1.3199999999999998,22.00%
Thomas Morales,person,Country_542476,28,18,11,29,10,0.88509647,-1,17,0.871449309,0,0,0.37,6.17%
138782226,organization,Unknown,25,11,15,26,10,0.903415133,0,21,0.884784429,0,1,0.253,4.22%
Christopher Daniel,person,Country_271835,2,0,2,2,1014,0.842969765,-1,1,0.859454355,0,0,1.96,32.67%
Linda Sherman,person,Country_887466,18,9,13,22,6,0.872623096,-1,21,0.884784429,0,0,1.96,32.67%
Mary Lucas,person,Country_271835,3,2,1,3,578,0.857500567,-1,1,0.859454355,0,0,0.37,6.17%
Morgan Black,person,Country_271835,40,33,8,41,3,0.878322653,-1,8,0.854248151,0,0,0.37,6.17%
Kristine Vaughn,person,Oceanus,5,0,5,5,203,0.87145551,-1,4,0.868860929,0,0,1.96,32.67%
1301719,organization,Unknown,1,1,0,1,383,0.85170656,0,1,0.859454355,1,0,3.01,50.17%
Melissa Gonzales,person,Marebak,12,5,7,12,39,0.856880939,-1,1,0.859454355,0,0,1.01,16.83%
496391,organization,Unknown,2,0,2,2,1014,0.93613737,0,4,0.868860929,1,0,2.7,45.00%
7539428,organization,Unknown,1,1,0,1,383,0.8104566,0,5,0.870361632,1,0,3.01,50.17%
8afc9cb6-edf5-4a7d-9a02-054444a5604e,location,Unknown,2,0,2,2,1014,0.8820254,-1,31,0.860083032,0,0,1.96,32.67%
Crystal Smith,person,Country_271835,2,1,1,2,1014,0.84824517,-1,31,0.860083032,0,0,0.37,6.17%
Richard Perkins,person,Oceanus,42,19,28,47,1,0.864789877,-1,31,0.860083032,0,0,1.96,32.67%
Amanda Gibson,person,Oceanus,6,6,0,6,139,0.868921752,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Christine Jones,person,Country_271835,3,0,3,3,578,0.941563533,-1,17,0.871449309,0,0,1.96,32.67%
Carlos White,person,Country_271835,19,9,10,19,16,0.869074743,-1,8,0.854248151,0,0,0.37,6.17%
28379,organization,Unknown,3,1,2,3,578,0.844717867,0,1,0.859454355,1,0,1.75,29.17%
Christine Robinson,person,Country_271835,1,1,0,1,383,0.82753474,-1,3,0.865361844,0,0,2.27,37.83%
958085,organization,Unknown,12,8,9,17,18,0.80055804,0,8,0.854248151,1,0,1.11,18.50%
Diao er Ltd. Corporation Transport,company,Marebak,5,2,3,5,203,0.846786718,1,7,0.862319347,1,0,1.38,23.00%
Tshikwea Corp Marine sanctuary,company,Marebak,12,4,9,13,36,0.872840315,0,7,0.862319347,0,0,1.01,16.83%
5ede75fe-f670-4a59-b693-da34e7f6eb47,location,Unknown,7,3,4,7,110,0.868344376,-1,4,0.868860929,0,0,0.37,6.17%
Robert Adams,person,Country_271835,9,0,9,9,59,0.856691598,-1,1,0.859454355,0,0,1.96,32.67%
Brandon Jackson,person,Country_271835,1,1,0,1,383,0.84604305,-1,1,0.859454355,0,0,2.27,37.83%
Sierra Smith,person,Osterivaria,15,4,13,17,18,0.866709168,-1,7,0.862319347,0,0,1.01,16.83%
519994690,organization,Unknown,3,1,3,4,379,0.87207319,0,7,0.862319347,1,0,1.75,29.17%
102642,organization,Unknown,5,5,0,5,203,0.895120128,0,7,0.862319347,0,0,1.3199999999999998,22.00%
7908385,organization,Unknown,4,1,3,4,379,0.873197675,0,21,0.884784429,0,0,1.01,16.83%
691192,organization,Unknown,2,2,0,2,1014,0.840860015,0,21,0.884784429,1,0,2.06,34.33%
243964,organization,Unknown,2,0,2,2,1014,0.896444665,1,8,0.854248151,1,0,2.33,38.83%
Turkish Sword Ltd Export,company,Country_271835,3,2,1,3,578,0.77931942,1,1,0.859454355,1,0,0.74,12.33%
Jasmine Camacho,person,Country_271835,4,3,3,6,139,0.8906844,-1,9,0.878627009,0,0,0.37,6.17%
Lindsey Palmer,person,Country_271835,4,3,2,5,203,0.874356416,-1,9,0.878627009,0,0,0.37,6.17%
âespecially,event,Unknown,3,3,1,4,379,0.9328603,-1,9,0.878627009,0,0,0.37,6.17%
Melissa Spence,person,Country_271835,2,2,0,2,1014,0.93473337,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
e13aca6a-88b5-4be7-a293-4a57854d7b1d,location,Unknown,4,0,4,4,379,0.93718071,-1,1,0.859454355,0,0,1.96,32.67%
Jessica Brown,person,Country_789037,4,2,3,5,203,0.851740952,-1,4,0.868860929,0,0,1.01,16.83%
Daniel Snyder,person,Country_271835,11,10,3,13,36,0.869142509,-1,1,0.859454355,0,0,0.37,6.17%
441,organization,Unknown,1,0,1,1,383,0.8363783,0,54,0.8363783,1,0,4.6,76.67%
Bethany Wright,person,Country_271835,3,0,3,3,578,0.860326447,-1,31,0.860083032,0,0,1.96,32.67%
Willie Hill,person,Country_271835,3,3,0,3,578,0.906907113,-1,31,0.860083032,0,0,1.3199999999999998,22.00%
Jennifer Meyers,person,Country_271835,2,0,2,2,1014,0.918707775,-1,31,0.860083032,0,0,1.96,32.67%
Allison Leonard,person,Country_271835,3,1,2,3,578,0.891637133,-1,1,0.859454355,0,0,1.01,16.83%
ââ,Uncategorized,Unknown,23,22,1,23,3,0.8420673,9,17,0.871449309,0,1,1.1429999999999998,19.05%
Amanda Andrews,person,Country_271835,12,8,4,12,39,0.885133498,-1,25,0.901522813,0,0,0.37,6.17%
Bruce Brooks,person,Ivarisia,2,0,2,2,1014,0.947252615,-1,17,0.871449309,0,0,1.96,32.67%
111795162,organization,Unknown,3,3,0,3,578,0.847573533,0,2,0.858512917,0,0,1.3199999999999998,22.00%
482048,organization,Unknown,1,1,0,1,383,0.86386627,1,4,0.868860929,1,0,2.64,44.00%
70,organization,Unknown,3,2,2,4,379,0.833558763,2,4,0.868860929,1,0,0.74,12.33%
âHe,event,Unknown,31,30,1,31,3,0.870592056,-1,4,0.868860929,0,0,2.27,37.83%
7cc6bfba-4893-444b-a641-a7d0b48fa427,location,Unknown,3,3,0,3,578,0.859373647,-1,17,0.871449309,0,0,1.3199999999999998,22.00%
56,organization,Unknown,10,4,6,10,35,0.828675851,1,0,0.859966164,1,0,1.38,23.00%
621770,organization,Unknown,2,2,0,2,1014,0.828581365,0,0,0.859966164,1,0,2.06,34.33%
3016,organization,Unknown,11,0,12,12,39,0.863052755,3,0,0.859966164,1,0,2.33,38.83%
98703,organization,Unknown,6,5,2,7,110,0.8578767,1,0,0.859966164,1,0,0.74,12.33%
Misty Thomas,person,Country_271835,4,4,0,4,379,0.81303855,-1,0,0.859966164,0,0,1.3199999999999998,22.00%
314,organization,Unknown,1,1,0,1,383,0.8461635,0,0,0.859966164,1,0,3.01,50.17%
567,organization,Unknown,7,3,5,8,65,0.875563638,1,0,0.859966164,1,0,1.38,23.00%
990,organization,Unknown,11,5,8,13,36,0.877811653,2,0,0.859966164,1,0,1.38,23.00%
341853,organization,Unknown,7,0,8,8,65,0.881906909,1,0,0.859966164,1,0,2.33,38.83%
13592,organization,Unknown,3,2,1,3,578,0.81919069,0,0,0.859966164,1,0,1.11,18.50%
Dawn Sanchez,person,Country_449947,5,2,3,5,203,0.84134882,-1,12,0.878477793,0,0,1.01,16.83%
979893388,organization,Unknown,177,124,83,207,1,0.860991761,29,17,0.871449309,0,1,-0.757,-12.62%
Tammy Ryan,person,Country_271835,1,1,0,1,383,0.82532555,-1,1,0.859454355,0,0,2.27,37.83%
Timothy Lopez,person,Country_204272,2,0,2,2,1014,0.84169545,-1,55,0.838560338,0,0,2.91,48.50%
Marine Mermaids CJSC Marine biology,company,Country_271835,2,1,1,2,1014,0.829015125,1,55,0.838560338,1,0,1.69,28.17%
David Larsen,person,Country_204272,1,0,1,1,383,0.8357594,-1,55,0.838560338,0,0,3.86,64.33%
706129,political_organization,Unknown,2,0,2,2,1014,0.84693468,-1,2,0.858512917,0,0,1.96,32.67%
14,organization,Unknown,4,0,4,4,379,0.838402713,0,17,0.871449309,1,0,2.7,45.00%
4698,organization,Unknown,6,4,2,6,139,0.877711283,1,13,0.857723572,1,0,0.74,12.33%
89734,organization,Unknown,4,1,3,4,379,0.869748948,1,13,0.857723572,1,0,1.38,23.00%
Terry Murphy,person,Country_271835,5,4,1,5,203,0.855832326,-1,13,0.857723572,0,0,0.37,6.17%
491,organization,Unknown,6,1,5,6,139,0.853603457,0,4,0.868860929,1,0,1.75,29.17%
3528,organization,Unknown,2,1,1,2,1014,0.84345825,0,4,0.868860929,1,0,1.11,18.50%
43247945,organization,Unknown,2,2,0,2,1014,0.83786427,0,4,0.868860929,1,0,2.06,34.33%
e1d7b4ac-ed31-42a4-9375-4afb0f78f276,location,Unknown,3,1,2,3,578,0.8563783,-1,6,0.871177745,0,0,1.01,16.83%
Mary Horton,person,Country_271835,5,2,3,5,203,0.876514136,-1,6,0.871177745,0,0,1.01,16.83%
cutter James,vessel,Unknown,2,2,0,2,1014,0.8404034,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
Mr. Mark Kline,person,Country_800653,2,0,2,2,1014,0.82992947,-1,12,0.878477793,0,0,1.96,32.67%
1da2bc5a-e590-41c9-9982-2ade48dfc426,location,Unknown,2,1,1,2,1014,0.857200575,-1,0,0.859966164,0,0,0.37,6.17%
842229565,organization,Unknown,1,0,1,1,383,0.80130005,0,2,0.858512917,1,0,3.65,60.83%
Dylan Roberts,person,Country_271835,2,0,2,2,1014,0.87721165,-1,4,0.868860929,0,0,1.96,32.67%
Hang,vessel,Unknown,2,1,1,2,1014,0.88793565,-1,4,0.868860929,0,0,0.37,6.17%
41695239,organization,Unknown,2,1,1,2,1014,0.84536618,0,1,0.859454355,1,0,1.11,18.50%
489,organization,Unknown,2,2,0,2,1014,0.84314248,0,1,0.859454355,1,0,2.06,34.33%
67a59fab-710a-4992-b6d0-d581fd9dceba,location,Unknown,12,6,6,12,39,0.860212177,-1,20,0.860504275,0,0,0.37,6.17%
da75877e-ec57-42cc-82b9-de68c8d333e7,location,Unknown,10,3,7,10,35,0.840727277,-1,1,0.859454355,0,0,1.01,16.83%
boat,vessel,Unknown,2,1,1,2,1014,0.82782205,-1,1,0.859454355,0,0,0.37,6.17%
Michelle Hancock,person,Syrithania,3,3,0,3,578,0.863849383,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Kathy Rodriguez,person,Country_271835,3,0,3,3,578,0.90841397,-1,1,0.859454355,0,0,1.96,32.67%
GalÃ,Uncategorized,Unknown,2,2,0,2,1014,0.856383975,-1,6,0.871177745,1,1,1.303,21.72%
950296,political_organization,Unknown,7,2,5,7,110,0.84280903,-1,1,0.859454355,0,0,1.01,16.83%
Oceans,vessel,Unknown,3,0,3,3,578,0.85594379,-1,7,0.862319347,0,0,1.96,32.67%
David Weber,person,Country_271835,1,1,0,1,383,0.89996046,-1,16,0.863440281,0,0,2.27,37.83%
7c54563c-577c-462f-8e30-389b510c776a,location,Unknown,1,0,1,1,383,0.9025884,-1,1,0.859454355,0,0,2.91,48.50%
Morning,event,Unknown,2,0,2,2,1014,0.85839905,-1,1,0.859454355,0,0,1.96,32.67%
Jennifer Simmons,person,Country_271835,2,1,1,2,1014,0.86069093,-1,1,0.859454355,0,0,0.37,6.17%
4759,organization,Unknown,2,1,1,2,1014,0.8133453,0,7,0.862319347,1,0,1.11,18.50%
626,vessel,Unknown,13,14,14,28,13,0.897925596,-1,12,0.878477793,0,0,0.74,12.33%
72899187-0989-47fa-9db0-cd1d4c3fc4e3,location,Unknown,2,0,2,2,1014,0.89251705,-1,1,0.859454355,0,0,1.96,32.67%
833355,organization,Unknown,2,2,0,2,1014,0.890115265,0,1,0.859454355,1,0,2.06,34.33%
27078926,political_organization,Unknown,3,2,1,3,578,0.83672166,-1,9,0.878627009,0,0,0.37,6.17%
2983,organization,Unknown,4,2,2,4,379,0.831965413,0,0,0.859966164,1,1,0.353,5.88%
613281364,organization,Unknown,2,2,0,2,1014,0.83969,0,1,0.859454355,1,0,2.06,34.33%
Dylan Moss,person,Country_271835,2,0,2,2,1014,0.898915115,-1,14,0.896611834,0,0,1.96,32.67%
92,organization,Unknown,4,2,2,4,379,0.88113272,0,1,0.859454355,1,1,0.353,5.88%
8597,political_organization,Unknown,2,2,0,2,1014,0.855998695,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
801809,organization,Unknown,2,2,0,2,1014,0.8161347,0,1,0.859454355,1,0,2.06,34.33%
Angela Spencer,person,Country_271835,2,2,0,2,1014,0.90394797,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
97,organization,Unknown,8,4,5,9,59,0.85114255,1,3,0.865361844,0,0,0.0,0.00%
6889326,political_organization,Unknown,1,1,0,1,383,0.82337284,-1,3,0.865361844,0,0,2.27,37.83%
ec1b111d-b9eb-4eef-ab00-ff7124cca480,location,Unknown,3,0,3,3,578,0.852564933,-1,3,0.865361844,0,0,1.96,32.67%
32416483,organization,Unknown,2,1,1,2,1014,0.830193915,0,1,0.859454355,1,0,1.11,18.50%
f2aee915-d483-4823-a030-9aac5e44c1fe,location,Unknown,30,12,19,31,3,0.887759489,-1,12,0.878477793,0,0,1.96,32.67%
oceanâs,vessel,Unknown,6,5,1,6,139,0.8722461,-1,3,0.865361844,0,0,0.37,6.17%
7328,organization,Unknown,4,0,4,4,379,0.826793573,0,2,0.858512917,1,0,2.7,45.00%
OceanicOrigin Foods Co and Son's,company,Country_271835,2,2,0,2,1014,0.848101855,0,2,0.858512917,1,0,2.06,34.33%
71317,organization,Unknown,5,5,0,5,203,0.830280042,0,5,0.870361632,1,1,1.303,21.72%
852015,organization,Unknown,1,1,0,1,383,0.83493114,0,2,0.858512917,1,0,3.01,50.17%
65,organization,Unknown,1,1,0,1,383,0.8324256,0,1,0.859454355,1,0,3.01,50.17%
58745,organization,Unknown,1,1,0,1,383,0.83771926,0,1,0.859454355,1,0,3.01,50.17%
71755,organization,Unknown,5,5,0,5,203,0.872719098,0,3,0.865361844,0,0,1.3199999999999998,22.00%
1972868,organization,Unknown,2,1,1,2,1014,0.8615888,0,5,0.870361632,1,0,1.11,18.50%
61057213,organization,Unknown,2,0,2,2,1014,0.86906785,0,0,0.859966164,1,0,2.7,45.00%
653,organization,Unknown,4,4,0,4,379,0.89722264,0,0,0.859966164,1,0,2.06,34.33%
473c1320-e50b-4f90-a068-76f82e210f26,location,Unknown,2,0,2,2,1014,0.8833622,-1,5,0.870361632,0,0,1.96,32.67%
Ola de la Costa S.A. de C.V.,company,Country_271835,2,1,1,2,1014,0.87508338,0,5,0.870361632,0,0,0.37,6.17%
18,organization,Unknown,7,8,8,16,28,0.848495344,0,12,0.878477793,1,0,2.22,37.00%
24641639,organization,Unknown,2,2,0,2,1014,0.855438785,0,1,0.859454355,1,0,2.06,34.33%
678,organization,Unknown,3,0,3,3,578,0.845869577,0,1,0.859454355,1,0,2.7,45.00%
6393,organization,Unknown,4,3,1,4,379,0.871918473,0,0,0.859966164,1,1,0.353,5.88%
Margaret Shields,person,Country_271835,1,1,0,1,383,0.8169609,-1,17,0.871449309,0,0,2.27,37.83%
346281879,organization,Unknown,2,0,2,2,1014,0.832025075,0,7,0.862319347,1,0,2.7,45.00%
341,organization,Unknown,9,8,1,9,59,0.835655992,0,7,0.862319347,1,0,1.11,18.50%
1094345,organization,Unknown,22,9,14,23,3,0.866325433,1,7,0.862319347,0,0,1.59,26.50%
629,vessel,Unknown,7,4,3,7,110,0.880169423,-1,7,0.862319347,0,0,0.37,6.17%
Brian Wolfe,person,Country_271835,2,1,1,2,1014,0.82841945,-1,1,0.859454355,0,0,0.37,6.17%
119411,organization,Unknown,15,10,6,16,28,0.851372454,0,12,0.878477793,0,1,-0.387,-6.45%
8950,organization,Unknown,3,3,0,3,578,0.848323167,0,8,0.854248151,1,0,2.06,34.33%
8041aa28-8c50-4083-a528-469c0c6251d9,location,Unknown,14,0,15,15,32,0.889070261,-1,7,0.862319347,0,0,1.96,32.67%
621,vessel,Unknown,8,4,12,16,28,0.842253945,-1,7,0.862319347,0,0,2.02,33.67%
Frank Guzman,person,Country_271835,2,2,0,2,1014,0.83541933,-1,16,0.863440281,0,0,1.3199999999999998,22.00%
34f0cbbf-83c3-4e09-ad7a-b94a778f7c12,location,Unknown,1,0,1,1,383,0.85020775,-1,1,0.859454355,0,0,2.91,48.50%
Michael Porter,person,Country_271835,7,5,2,7,110,0.896440986,-1,12,0.878477793,0,0,0.37,6.17%
Madison Edwards,person,Country_271835,1,0,1,1,383,0.833308,-1,17,0.871449309,0,0,2.91,48.50%
Calvin Salas,person,Marebak,34,28,8,36,6,0.858069849,-1,8,0.854248151,0,0,0.37,6.17%
âpresumedâ,Uncategorized,Unknown,4,2,2,4,379,0.85946625,-1,21,0.884784429,1,0,1.11,18.50%
âconfirmedâ,Uncategorized,Unknown,5,4,2,6,139,0.869928833,-1,21,0.884784429,0,0,0.37,6.17%
685607,organization,Unknown,3,2,1,3,578,0.872618033,1,21,0.884784429,1,0,0.74,12.33%
265494227,organization,Unknown,3,3,1,4,379,0.848825025,0,0,0.859966164,0,0,0.37,6.17%
2a282617-d174-409c-b0b1-490fdc369335,location,Unknown,7,0,7,7,110,0.868670897,-1,17,0.871449309,0,0,1.96,32.67%
xu y Ltd. Corporation,company,Country_271835,5,0,5,5,203,0.881467334,1,12,0.878477793,1,0,2.33,38.83%
periods years,event,Unknown,5,5,1,6,139,0.932811383,-1,12,0.878477793,0,0,0.37,6.17%
89035,organization,Unknown,8,2,6,8,65,0.907939326,1,12,0.878477793,0,0,0.64,10.67%
Tristan Johnson,person,Wysterion,6,7,0,7,110,0.881986293,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Andrew Gamble,person,Country_271835,4,4,0,4,379,0.8347364,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
21724,organization,Unknown,3,0,3,3,578,0.852510167,0,20,0.860504275,1,0,2.7,45.00%
âhigh,event,Unknown,5,1,4,5,203,0.896617482,-1,20,0.860504275,0,0,1.01,16.83%
âwidespreadâ,Uncategorized,Unknown,3,2,1,3,578,0.879645897,-1,20,0.860504275,1,0,1.11,18.50%
David Mcfarland,person,Country_907876,7,5,3,8,65,0.849190345,-1,20,0.860504275,0,0,0.37,6.17%
âprotectedâ,Uncategorized,Unknown,2,2,0,2,1014,0.92299212,-1,17,0.871449309,1,0,2.06,34.33%
30700925,organization,Unknown,1,1,0,1,383,0.8162347,1,36,0.8857107,1,0,2.64,44.00%
George Morton,person,Country_271835,2,2,0,2,1014,0.92666,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Janice Bell,person,Country_271835,2,1,1,2,1014,0.895894875,-1,4,0.868860929,0,0,0.37,6.17%
Saturday,movement,Unknown,2,2,0,2,1014,0.82755862,-1,5,0.870361632,0,0,1.3199999999999998,22.00%
a39483f8-121a-4c18-9b20-9e0d2cba52e9,location,Unknown,4,0,4,4,379,0.84569495,-1,5,0.870361632,0,0,1.96,32.67%
58623386,organization,Unknown,15,7,9,16,28,0.827018846,0,8,0.854248151,1,0,1.11,18.50%
492238508,organization,Unknown,3,2,1,3,578,0.844042213,1,0,0.859966164,1,0,0.74,12.33%
Anita Tate,person,Country_709784,8,0,8,8,65,0.858581606,-1,0,0.859966164,0,0,1.96,32.67%
4447143,organization,Unknown,2,2,0,2,1014,0.852843965,1,0,0.859966164,1,0,1.69,28.17%
Lisa Foster,person,Country_271835,1,1,0,1,383,0.84813327,-1,8,0.854248151,0,0,2.27,37.83%
34252,organization,Unknown,6,5,2,7,110,0.860340769,0,8,0.854248151,1,0,1.11,18.50%
8494294,organization,Unknown,1,1,0,1,383,0.8314262,0,8,0.854248151,1,0,3.01,50.17%
Catchâ,Uncategorized,Unknown,1,1,0,1,383,0.85621595,-1,8,0.854248151,1,0,3.01,50.17%
17,organization,Unknown,2,1,1,2,1014,0.8388413,0,1,0.859454355,1,0,1.11,18.50%
150674265,organization,Unknown,2,2,0,2,1014,0.881305885,0,1,0.859454355,1,0,2.06,34.33%
Audrey Romero,person,Oceanus,5,0,5,5,203,0.896093172,-1,2,0.858512917,0,0,1.96,32.67%
Melinda Wade,person,Oceanus,2,2,0,2,1014,0.87743515,-1,9,0.878627009,0,0,1.3199999999999998,22.00%
36b70b18-465a-442f-bfbe-cedb85d48acc,location,Unknown,1,1,0,1,383,0.95096976,-1,1,0.859454355,0,0,2.27,37.83%
13,organization,Unknown,3,0,3,3,578,0.919892137,0,1,0.859454355,0,0,1.96,32.67%
3887,organization,Unknown,6,6,0,6,139,0.875683472,0,16,0.863440281,0,0,1.3199999999999998,22.00%
reefers,vessel,Unknown,2,0,2,2,1014,0.937225345,-1,2,0.858512917,0,0,1.96,32.67%
âencounteredâ,Uncategorized,Unknown,4,4,0,4,379,0.8921082,-1,0,0.859966164,0,0,1.3199999999999998,22.00%
Veronica Payne,person,Country_271835,4,3,1,4,379,0.891599343,-1,7,0.862319347,0,0,0.37,6.17%
Ronnie Burns,person,Country_271835,4,4,0,4,379,0.934706505,-1,7,0.862319347,0,0,1.3199999999999998,22.00%
Lisa Lambert,person,Country_271835,10,10,0,10,35,0.859115367,-1,7,0.862319347,0,0,1.3199999999999998,22.00%
1360,organization,Unknown,13,1,12,13,36,0.868741254,2,7,0.862319347,0,1,0.8329999999999999,13.88%
Kimberly Lara,person,Country_271835,2,1,1,2,1014,0.920557885,-1,1,0.859454355,0,0,0.37,6.17%
2ad4f7ea-6f93-4a11-ace7-d7a4234bb991,location,Unknown,9,5,4,9,59,0.866400143,-1,7,0.862319347,0,0,0.37,6.17%
b24194ae-69ad-4e6c-be29-787c215cde65,location,Unknown,1,1,0,1,383,0.87732154,-1,7,0.862319347,0,0,2.27,37.83%
Sara Jenkins,person,Country_271835,6,5,1,6,139,0.881165092,-1,7,0.862319347,0,0,0.37,6.17%
19a4297e-2d2b-47c0-9dce-816148a16f4e,location,Unknown,5,4,1,5,203,0.847485728,-1,7,0.862319347,0,0,0.37,6.17%
Maru,vessel,Unknown,4,0,4,4,379,0.907581223,-1,7,0.862319347,0,0,1.96,32.67%
Danielle Camacho,person,Country_271835,15,11,4,15,32,0.866905801,-1,4,0.868860929,0,0,0.37,6.17%
60693571,organization,Unknown,1,0,1,1,383,0.88814765,0,56,0.88814765,1,0,3.65,60.83%
54073418,organization,Unknown,1,1,0,1,383,0.88814765,0,56,0.88814765,1,0,3.01,50.17%
Mr. Justin Bailey MD,person,Country_271835,2,2,0,2,1014,0.869381685,-1,11,0.857844709,0,0,1.3199999999999998,22.00%
76568,organization,Unknown,8,5,5,10,35,0.854642952,0,7,0.862319347,0,0,0.37,6.17%
c682ec16-cd10-4a6c-94ce-4a5eb590b42e,location,Unknown,3,1,3,4,379,0.876666388,-1,7,0.862319347,0,0,1.01,16.83%
Paula Allen,person,Country_271835,3,1,2,3,578,0.87041759,-1,7,0.862319347,0,0,1.01,16.83%
13 yearsâ,Uncategorized,Unknown,4,2,2,4,379,0.865897345,-1,7,0.862319347,0,0,0.37,6.17%
three,movement,Unknown,4,2,3,5,203,0.864398186,-1,7,0.862319347,0,0,1.01,16.83%
Christy Fields,person,Country_271835,2,2,0,2,1014,0.882159085,-1,7,0.862319347,0,0,1.3199999999999998,22.00%
Michele Hernandez,person,Country_271835,2,1,1,2,1014,0.913635,-1,7,0.862319347,0,0,0.37,6.17%
Mary Castillo,person,Country_271835,3,2,1,3,578,0.888791117,-1,7,0.862319347,0,0,0.37,6.17%
Jennifer Brown,person,Country_271835,1,1,0,1,383,0.9229469,-1,1,0.859454355,0,0,2.27,37.83%
John Barnes DDS,person,Country_271835,13,9,4,13,36,0.879760004,-1,17,0.871449309,0,0,0.37,6.17%
830155,organization,Unknown,2,1,1,2,1014,0.90803235,1,9,0.878627009,1,1,-0.017,-0.28%
Anna Turner,person,Country_271835,2,2,0,2,1014,0.95075385,-1,9,0.878627009,0,0,1.3199999999999998,22.00%
Stephanie Quinn,person,Country_271835,2,0,2,2,1014,0.84454162,-1,17,0.871449309,0,0,1.96,32.67%
9590898,organization,Unknown,5,0,5,5,203,0.82622103,1,0,0.859966164,1,0,2.33,38.83%
Joshua Garrett,person,Arreciviento,4,2,2,4,379,0.8223729,-1,0,0.859966164,0,0,0.37,6.17%
95230042,organization,Unknown,2,2,0,2,1014,0.82172435,0,0,0.859966164,1,0,2.06,34.33%
21240092,organization,Unknown,5,3,2,5,203,0.855736798,0,17,0.871449309,1,0,1.11,18.50%
7234,organization,Unknown,2,0,2,2,1014,0.857117765,0,8,0.854248151,1,0,2.7,45.00%
6335187,organization,Unknown,15,1,15,16,28,0.875129765,0,17,0.871449309,0,0,1.96,32.67%
695031,organization,Unknown,2,2,0,2,1014,0.89988975,0,13,0.857723572,1,0,2.06,34.33%
2508,organization,Unknown,4,2,2,4,379,0.839853308,0,25,0.901522813,1,0,1.11,18.50%
6391,organization,Unknown,3,2,1,3,578,0.827879947,0,14,0.896611834,0,0,0.37,6.17%
Mary Jenkins,person,Country_271835,2,0,2,2,1014,0.926324575,-1,2,0.858512917,0,0,1.96,32.67%
75835980,political_organization,Unknown,2,2,0,2,1014,0.938331575,-1,2,0.858512917,0,0,1.3199999999999998,22.00%
23774,organization,Unknown,1,1,1,2,1014,0.858515875,0,2,0.858512917,1,0,1.11,18.50%
Nicole Smith,person,Luminsia,12,0,12,12,39,0.848934476,-1,2,0.858512917,0,0,1.96,32.67%
9992346,organization,Unknown,2,0,2,2,1014,0.84538892,0,2,0.858512917,1,0,2.7,45.00%
227,organization,Unknown,2,1,1,2,1014,0.858154295,0,2,0.858512917,1,0,1.11,18.50%
ocean,vessel,Unknown,7,4,3,7,110,0.842440763,-1,1,0.859454355,0,0,0.37,6.17%
Jennifer Reilly,person,Country_271835,1,1,0,1,383,0.8509253,-1,17,0.871449309,0,0,2.27,37.83%
