id,product_services,revenue_omu,type,country,company_type,clothing,furniture,groceries,logistics,machinery,management,metals,miscellaneous,pharmaceutical,plastics,food,seafood,missing
Ferguson LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson LLC,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson PLC,Chemicals,23737.6947,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferguson PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Adams and Torres",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Brown and Johnson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Chandler and Nguyen",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Espinoza and Castro",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Francis and Contreras",Seafoods,95907.1607,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0
"Ferguson, Graham and Perkins",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Hart and Williams",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Hunt and Morales",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Jackson and Richmond",,9536.0218,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferguson, Stewart and Alvarez",,5766.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Benton,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Combs,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Davis,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Jenkins,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Morse,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Munoz,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferguson-Santos,Household sewing machine,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferguson-Savage,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez Ltd,"TV and accessories; audio and video (headphones, home theater, portable speakers and accessories); cameras (camcorders, lenses and accessories); home and office (appliances, home monitoring, telephones, mobile chargers, computing, power tools, ventilation systems and accessories); personal care (for men, for women, oral care, accessories, massage and health and fitness); adventure; and special offers",22766.6728,Company,ZH,Limited,0,0,0,0,1,0,0,0,0,0,0,0,0
Fernandez Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Carlson and Hughes",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Crosby and Mcclure",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Cross and Morales",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Evans and Woods",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Foster and Vincent",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Griffin and Gill",Food; household supplies; clothes; consumer electronics; toys,1279927.822,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fernandez, James and Saunders",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Johnson and Colon",Supply chain management and other related services,187666.6728,Company,ZH,missing,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fernandez, Rivera and Gilbert",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Sparks and Gallagher",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fernandez, Thompson and Mercer",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez-Brewer,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez-Bryant,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez-Carlson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez-Gardner,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernandez-Jones,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferrell Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferrell LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferrell, Gross and Garcia",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ferrell, Nichols and Evans","Audio and video equipment, electronic products, home appliances, digital products, computer related products and kitchenware",0.0,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0
Ferrell-Henderson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Ferrell-Morales,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields PLC,Manufacture and sale of laminated panels and fully fabricated parts,120666.6728,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,0
Fields PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fields, Brown and Huerta",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fields, Morrow and Dixon",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fields, Rich and Anderson",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fields, Smith and Jones",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields-Chambers,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields-Cisneros,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields-Rice,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields-Schmidt,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fields-Stafford,,12756.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Figueroa and Sons,,0.0,Company,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Figueroa and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Figueroa Inc,"Offers one or two component polyurethane glues used mainly in mining and building industry to glue foamed polystyrene, wood and other materials; Elastomer tyre filling systems for heavy building and mining equipment; Prepolymers used for manufacturing elastomers applied during the production of industrial goods",16744.2591,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,1,0,0,0
Figueroa LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Baxter and Bell",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Edwards and Olsen",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Hall and Larsen",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Martinez and Fisher",,5848.3282,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Mcmahon and Turner",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Phillips and Lane",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Stephens and Gonzalez",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Figueroa, Stout and Rosario",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Figueroa-Bowers,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Figueroa-Lopez,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Addiction A/S Import,"Air and ocean freight forwarding, door-to-door, warehouse-to-warehouse, consolidation, warehousing, distribution and multi-modal transport service",29466.6728,Company,Oceanus,A/S,0,0,0,1,0,0,0,0,0,0,0,0,0
Fin Addiction GmbH & Co. KG,,0.0,Company,Oceanus,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Addiction Incorporated Freight,,6896.6728,Company,Oceanus,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Addiction Ltd. Liability Co,,18466.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Addiction S.A. de C.V.,,27166.6728,Company,Oceanus,S.A. de C.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Addiction SE Express,"Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)",17296.6585,Company,Oceanus,SE,0,0,0,0,0,0,0,0,0,0,1,1,0
Fin Flair AG Marine,Seafood and related products,157971.6947,Company Contacts,Nalakond,AG,0,0,0,0,0,0,0,0,0,0,1,1,0
Fin Flair Ges.m.b.H. Consulting,Shoes and other related footwear products,22466.6728,Company,Oceanus,Ges.m.b.H,1,0,0,0,0,0,0,0,0,0,0,0,0
Fin Flair GmbH Marine,Artichokes and other canned vegetables,29492.4085,Company,Puerto Sol,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,0
Fin Flair Inc Transport,,0.0,Company,Oceanus,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Flair Limited Liability Company,,6348.2712,Company,Kondanovia,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Flair Ltd. Liability Co,Pharmaceutical packaging and medical device components,173608.9289,Company,Rio Isla,Limited,0,0,0,0,0,0,0,0,1,0,0,0,0
Fin Flair Marine life Incorporated Holdings,"Terminals (terminals for computer, communication, and consumer products; electronic terminals; and terminals for transportation instruments); lighting systems and accessories (socket assemblies, personal computer board assemblies, terminal and wire assemblies, personal computer cables, molding injections, and stampings); ceramic parts (secondary fabrication or precision fabrication products and parts); battery modular connectors (one pole and two pole connectors series); and steel cable ties (cable ties for telecommunications, marine vessels, air crafts, and engineering mechanism)",163836.8565,Company,Isliandor,Inc,0,0,0,1,0,0,1,0,0,0,0,0,0
Fin Flair Plc Shipyard,,0.0,Company,Marebak,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Fin Flair ОАО Carriers,Cosmetic products,49666.6728,Company,Oceanus,ОАО,0,0,0,0,0,0,0,0,0,0,0,0,0
FinAddict GmbH & Co. KG,,0.0,Company,Gavanovia,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
FinAddict Ltd. Corporation Delivery,,5667.1892,Company,Nalakond,Co,0,0,0,0,0,0,0,0,0,0,0,0,1
Finest Dredge SRL Cargo,Softlines and Hardlines,2083666.673,Company,Oceanus,SRL,0,0,0,0,0,0,0,0,0,0,0,0,0
Finest GmbH & Co. KG,,6695.8207,Company,Marebak,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestCatch Ltd. Liability Co,Industrial machinery and equipment,0.0,Company,Utoporiana,Limited,0,0,0,0,1,0,0,0,0,0,0,0,0
FinestCatch Pic Tom yum,,7165.329,Company,Utoparadia,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestCatch SRL Marine ecology,,0.0,Company,Jiraputra,SRL,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestCatch Surf Company Solutions,"Men's branded footwear for casual, fashion, and dress lifestyles",356403.6728,Company,Oceanus,Co,1,0,0,0,0,0,0,0,0,0,0,0,0
Finests  Ltd. Liability Co,,10276.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Finests  Mudflat SE Cargo,,0.0,Company,Sol y Oceana,SE,0,0,0,0,0,0,0,0,0,0,0,0,1
Finests  S.A. de C.V.,,0.0,Company,Isliandor,S.A. de C.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Finests GmbH & Co. KG Industrial,,0.0,Company,Mawalara,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Finests Ltd. Corporation Whale,Specialized and customized souvenir and gift items,26766.6728,Company,Coralmarica,Co,0,0,0,0,0,0,0,0,0,0,0,0,0
FinestSea Aquamarine AG United,,15366.6728,Company,Oceanus,AG,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestSea Ltd. Corporation Enterprises,"Broilers, counter top cooking, filtering systems fryers, griddles and grills, electric griddles and grills, gas grills ovens, range heavy duty electric, and range heavy duty gas",0.0,Company,Coralmarica,Co,0,0,0,0,0,0,0,0,0,0,0,0,0
FinestSea Seafoam SRL Services,,14406.6728,Company,Oceanus,SRL,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestTaste Ltd. Liability Co,,6437.6599,Company,Puerto Sol,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestTastes Regatta Limited Liability Company Consulting,"Arranges cargo movement to an international destination and has the expertise to prepare and process the documentation, as well as perform related activities pertaining to international shipments",17271.9206,Company,Coral Solis,Limited,0,0,0,1,0,0,0,0,0,0,0,0,0
FinestTastes S.A. de C.V.,,5006.6728,Company,Oceanus,S.A. de C.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
FinestTastes ОАО Marine sanctuary,,4666.6728,Company,Vesperanda,ОАО,0,0,0,0,0,0,0,0,0,0,0,0,1
FinFresh Salmon AS Distribution,Universal assortment of nondurable goods,37132.968,Company,Marebak,A/S,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finley, Garcia and Chen",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Finley-Davis,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Finley-Kelly,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Finley-Parks,Large-sized machine tools and molding-related machines for the information technology industry,885197.7665,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0
Fischer and Sons,,0.0,Company,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer Inc,"Offers cast parts in the weight range of up to 250 kilogram of any low-and highly-alloyed iron and steel; research and development - process of special-purpose alloys; prototype development for the automotive industry and other industries; heat and acid resistant steel casting for chemical industry, pump industry and valves and fittings industry; advisory service for construction and material; and cast post-treatment including heat treatment und surface finishing",0.0,Company,ZH,Inc,0,0,0,0,0,0,1,0,0,0,0,0,0
Fischer Ltd,,0.0,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fischer, Richards and Stout",Clothing apparels,0.0,Company,ZH,missing,1,0,0,0,0,0,0,0,0,0,0,0,0
Fischer-Glenn,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer-Miller,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer-Williamson,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer-Wolfe,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fischer-Yang,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher and Sons,,6104.0869,Company,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Group,"Steel (marketing of API (active pharmaceutical ingredient) materials, automotive flat products, and electrical flat products); metal (distribution of iron ore pellet, scrap, and steel items including slab, billet, and shape steel; and raw materials for basic industry); machinery (marketing of industrial and heavy machinery and equipment, as well as defense-related commodities and paper making equipment); automotive and component (marketing of ball joint, aluminum wheel, and automobile seat parts, among others); commodity (marketing of grains, cotton, construction materials, and petrochemical products); media and electronics (marketing of LCD (liquid crystal display) TV and monitor, PDP (plasma display panel) TV, digital versatile disc, telecommunication devices, and other home appliances); chemical (trading of plastic resins, polyester raw materials, tire raw materials, fertilizers, and fine chemicals, among others); textile (trading of fiber and yarn as well as leather); and distribution (operation and management of department stores in Korea)",29981457.47,Company,ZH,Group,0,0,0,0,1,1,1,0,1,1,0,0,0
Fisher Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Inc,,4756.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Jetty Oyj Express,,4796.6728,Company,Oceanus,Oyj,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher LLC,Office supplies and stationery products,37657.4883,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,0
Fisher LLC,Plastic products,27553.0596,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,1,0,0,0
Fisher LLC,,16877.4052,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher LLC,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Ltd Marine sanctuary,,7122.0845,Company,Nalakond,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher Marine conservation CJSC Transportation,"Electrical steel laminations and stacks for electric machines, carbide lamination dies, die-casting moulds, and alternator stator cores",382633.1285,Company,Puerto Sol,CJSC,0,0,0,0,1,0,1,0,0,0,0,0,0
Fisher PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher S.A. de C.V.,Precious metal and mineral products,37864.8709,Company,Puerto Sol,S.A. de C.V.,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fisher, Anderson and Buchanan",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Bradley and Evans",,9576.5319,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Brown and Hall","Dental cements, dental waxes, dental resins, dental stones, and dental abrasives; Laboratory equipment, such as root canal and hand equipment, dental units, x-ray units, and dental cabinets",169874.8977,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fisher, Chandler and Miller",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Fitzpatrick and Mullen",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Gillespie and Reeves",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Harrison and Turner",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Hudson and White",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Johnson and Larson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Keller and Doyle",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Lin and Montgomery",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Smith and Graham",Fish and seafood products,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0
"Fisher, Swanson and Bryant",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Ward and Garza",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fisher, Wells and Ross",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Burke,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Erickson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Gray,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Jackson,Freight trucking and other related transportation services,16366.6728,Company,ZH,missing,0,0,0,1,0,0,0,0,0,0,0,0,0
Fisher-Jackson,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Johnston,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Jones,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Klein,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Best LC Express,Specializes in the production of rubber products from natural and synthetic rubber,29085.3072,Company,Marebak,Limited,0,0,0,0,0,0,0,0,0,1,0,0,0
Fisherman's Best Ltd. Liability Co Consulting,Fruit and vegetable preserves; Canned fruits and vegetables; Frozen fruits and vegetables,14321.8455,Company,Marebak,Limited,0,0,0,0,0,0,0,0,0,0,0,0,0
Fisherman's Best N.V. Express,,0.0,Company,Oceanus,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Best NV Express,,12496.6728,Company,Oceanus,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Best NV Forwading,,24566.6728,Company,Oceanus,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Bounty AS Import,,6036.6728,Company,Oceanus,A/S,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Bounty Co Industrial,,5548.9733,Company,Solovarossa,Co,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Bounty N.V. Family,Poultry products,40509.6101,Company,Riodelsol,N.V.,0,0,0,0,0,0,0,0,0,0,0,0,0
Fisherman's Bounty Pic Transport,,6858.8515,Company,Marebak,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Bounty S.p.A. Import,,4926.1617,Company,Nalakond,S.p.A.,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Bounty Sagl Industrial,"Pressing, finishing, and fusing of your garments, Pressing equipment, Irons, self contained vacuum tables, Reliant fusing and laminating machines, Koenig irons, mini boilers and automatic garment finishers source: freelance researcher",14866.6728,Company,Oceanus,Sagl,1,0,0,0,1,0,1,0,0,0,0,0,0
Fisherman's Bounty Sagl United,,4966.6728,Company,Oceanus,Sagl,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Pride - AS International,Operation and management of full-service restaurant,6451.0483,Company,Kondanovia,A/S,0,0,0,0,0,1,0,0,0,0,1,0,0
Fisherman's Pride AB Holdings,,5486.6728,Company,Oceanus,AB,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Pride AS Export,,8995.677,Company,Zawalinda,A/S,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Pride GmbH Transport,,4736.6728,Company,Oceanus,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Pride Ltd Solutions,,7966.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisherman's Pride Regatta Incorporated Solutions,,5006.6728,Company,Oceanus,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Montgomery,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Nelson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Richardson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Salinas,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Smith,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Williams,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fisher-Williams,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Fitzgerald Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fitzgerald, Delacruz and Hester",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fitzgerald, Jones and Young",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fitzgerald, Lamb and Reed",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fitzgerald, Manning and Lewis",,12223.4634,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
