company_id,BOCnt,CCCnt,tot_revenue,avg_revenue,size
Bu yu wang Ltd. Corporation,0,1,0.0,0.0,1
Bu yu wang NV,1,1,74971.5506,74971.5506,2
Bu yu wang NV Enterprises,3,1,35368.199,11789.399666666666,4
Bu yu wang OJSC Wakame,0,1,0.0,0.0,1
Bu yu wang Pic Export,1,1,4657.7974,4657.7974,2
Bu yu wang S.A. de C.V. Cargo,0,1,35540.9693,35540.9693,1
Bu yu wang SRL,1,1,32653.3281,32653.3281,2
Bu yu wang Sagl,1,0,0.0,0.0,1
Bu yu wang Sp,0,1,0.0,0.0,1
"Buchanan, Brown and Hernandez",0,1,0.0,0.0,1
"Buchanan, Jackson and Allen",1,0,0.0,0.0,1
"Buchanan, Keith and Miller",0,1,0.0,0.0,1
"Buchanan, Morris and Howard",1,0,0.0,0.0,1
Buchanan-Phillips,0,1,0.0,0.0,1
Buchanan-White,1,0,0.0,0.0,1
Buck Inc,1,0,0.0,0.0,1
"Buck, Bowers and Hamilton",1,0,0.0,0.0,1
Buck-Savage,0,1,0.0,0.0,1
Buckley-Hanson,1,0,0.0,0.0,1
Buckley-Murray,0,1,0.0,0.0,1
Bujagali Falls  Corp Marine conservation,0,1,5036.6728,5036.6728,1
Bujagali Falls  Ltd. Corporation,0,1,12776.6728,12776.6728,1
Bujagali Falls  Tidal flat A/S Freight,4,1,48550.7095,12137.677375,5
Bullock Inc,1,0,0.0,0.0,1
Bullock Ltd,1,0,0.0,0.0,1
"Bullock, Johnson and Douglas",1,0,0.0,0.0,1
Bullock-Collins,0,1,0.0,0.0,1
Burch PLC,1,0,0.0,0.0,1
Burch-Baker,1,0,0.0,0.0,1
Burgess Inc,1,0,0.0,0.0,1
Burgess LLC,1,0,0.0,0.0,1
Burgess and Sons,1,0,0.0,0.0,1
"Burgess, Chambers and Taylor",1,0,0.0,0.0,1
"Burgess, Conley and Fisher",1,0,0.0,0.0,1
"Burgess, Dixon and Charles",1,0,0.0,0.0,1
Burgess-Hernandez,0,1,0.0,0.0,1
Burgess-Powell,1,0,0.0,0.0,1
Burgess-Williams,1,0,0.0,0.0,1
Burke Group,2,0,0.0,0.0,2
Burke Inc,1,2,17166.6728,17166.6728,3
Burke and Sons,1,1,0.0,0.0,2
"Burke, Fischer and Payne",0,1,0.0,0.0,1
"Burke, Lee and Nguyen",1,0,0.0,0.0,1
"Burke, Watkins and Short",1,0,0.0,0.0,1
Burke-Carter,1,0,0.0,0.0,1
Burke-Evans,0,1,0.0,0.0,1
Burke-Johns,1,0,0.0,0.0,1
Burke-Patterson,0,1,0.0,0.0,1
Burke-Smith,1,0,0.0,0.0,1
Burke-Weeks,1,0,0.0,0.0,1
Burnett Ltd,1,0,0.0,0.0,1
"Burnett, Nicholson and Gonzalez",1,0,0.0,0.0,1
Burnett-Knight,0,1,0.0,0.0,1
Burnett-Richardson,0,1,0.0,0.0,1
Burnett-Salas,0,1,0.0,0.0,1
Burnett-Underwood,1,0,0.0,0.0,1
Burns Group,0,1,0.0,0.0,1
Burns LLC,1,0,0.0,0.0,1
Burns and Sons,0,1,0.0,0.0,1
"Burns, Davis and Clark",1,0,0.0,0.0,1
"Burns, Dixon and Thomas",1,0,0.0,0.0,1
"Burns, Murphy and Woods",1,0,0.0,0.0,1
"Burns, Nelson and Young",1,0,0.0,0.0,1
"Burns, Schwartz and Preston",1,0,0.0,0.0,1
"Burns, West and Stewart",1,0,0.0,0.0,1
"Burns, Wilson and Stewart",1,0,0.0,0.0,1
"Burns, Wood and Smith",1,0,0.0,0.0,1
Burns-Baker,0,1,0.0,0.0,1
Burns-Cannon,1,0,0.0,0.0,1
Burns-Edwards,1,0,0.0,0.0,1
Burns-Elliott,1,0,0.0,0.0,1
Burns-Macdonald,1,0,0.0,0.0,1
Burns-Perez,1,0,0.0,0.0,1
Burton Inc,0,1,0.0,0.0,1
Burton and Sons,1,1,0.0,0.0,2
"Burton, Crawford and Morris",1,0,0.0,0.0,1
"Burton, Fischer and Harrison",0,1,0.0,0.0,1
"Burton, Hubbard and Moore",1,0,0.0,0.0,1
"Burton, Page and Williams",1,0,0.0,0.0,1
"Burton, Ramos and Bryant",1,0,0.0,0.0,1
"Burton, Stevenson and Garcia",0,1,0.0,0.0,1
Burton-Carter,1,0,0.0,0.0,1
Burton-Davis,0,1,0.0,0.0,1
Burton-Dunn,1,0,0.0,0.0,1
Burton-Hensley,0,1,0.0,0.0,1
Burton-Ross,1,0,0.0,0.0,1
Bush LLC,2,0,0.0,0.0,2
Bush Ltd,0,1,0.0,0.0,1
Bush and Sons,1,0,0.0,0.0,1
"Bush, Aguirre and Edwards",1,0,0.0,0.0,1
"Bush, Gonzalez and Wright",0,1,0.0,0.0,1
"Bush, Wilson and Ayala",1,0,0.0,0.0,1
Bush-Coleman,1,0,0.0,0.0,1
Bush-Harris,1,0,0.0,0.0,1
Bush-Peck,1,0,0.0,0.0,1
Butler LLC,1,0,15066.6728,15066.6728,1
Butler Ltd,1,0,0.0,0.0,1
Butler PLC,2,1,0.0,0.0,3
Butler and Sons,0,1,21366.6728,21366.6728,1
"Butler, Green and Schneider",1,0,0.0,0.0,1
"Butler, Hendricks and Sherman",1,0,0.0,0.0,1
"Butler, Lee and Haley",1,0,0.0,0.0,1
"Butler, Summers and Craig",0,1,0.0,0.0,1
Butler-Cooper,0,1,0.0,0.0,1
Butler-Harper,1,0,0.0,0.0,1
Butler-Harvey,0,1,0.0,0.0,1
Butler-Lyons,1,0,0.0,0.0,1
Byrd Group,1,0,0.0,0.0,1
Byrd LLC,1,0,0.0,0.0,1
"Byrd, Ramos and Cannon",1,0,0.0,0.0,1
"Byrd, Welch and Pierce",0,1,0.0,0.0,1
Byrd-Flores,1,0,0.0,0.0,1
Byrd-Gordon,1,0,0.0,0.0,1
Byrd-Melton,0,1,0.0,0.0,1
Byrd-Smith,0,1,0.0,0.0,1
Byrd-Thomas,1,0,0.0,0.0,1
Cabrera Group,1,0,0.0,0.0,1
Cabrera Inc,0,1,0.0,0.0,1
Cabrera PLC,1,0,4926.6728,4926.6728,1
"Cabrera, Cross and Forbes",1,0,0.0,0.0,1
"Cabrera, Watson and Finley",1,0,0.0,0.0,1
"Cabrera, Yates and Jackson",0,1,0.0,0.0,1
Cabrera-Cruz,0,1,0.0,0.0,1
Cain Ltd,1,1,0.0,0.0,2
"Cain, Hernandez and Gillespie",1,0,0.0,0.0,1
Calder Sailor Co & Son's,1,0,5726.6728,5726.6728,1
Calder Swordfish Company Line,34,1,22470.7702,660.905005882353,35
Calderon Ltd,0,1,0.0,0.0,1
Calderon-Byrd,1,0,0.0,0.0,1
Calderon-Douglas,1,0,0.0,0.0,1
Calderon-Golden,1,0,0.0,0.0,1
Calderon-Rodriguez,1,0,0.0,0.0,1
Calderon-Wallace,1,0,0.0,0.0,1
Caldwell Group,1,0,0.0,0.0,1
Caldwell Inc,1,0,0.0,0.0,1
Caldwell and Sons,0,1,0.0,0.0,1
"Caldwell, Lopez and Strickland",1,0,0.0,0.0,1
"Caldwell, Rojas and Garcia",1,0,0.0,0.0,1
Caldwell-Conner,1,0,0.0,0.0,1
Caldwell-Jones,1,0,0.0,0.0,1
Caldwell-Shepherd,1,0,0.0,0.0,1
Calhoun and Sons,1,0,0.0,0.0,1
"Calhoun, Barnes and Chambers",1,0,0.0,0.0,1
Calhoun-Jimenez,0,1,0.0,0.0,1
Calhoun-Malone,0,1,0.0,0.0,1
Calhoun-Nash,0,1,0.0,0.0,1
Callahan Group,1,0,0.0,0.0,1
Callahan LLC,2,0,0.0,0.0,2
Callahan PLC,1,0,0.0,0.0,1
"Callahan, Murphy and Freeman",0,1,0.0,0.0,1
"Callahan, Smith and Harris",1,0,0.0,0.0,1
Callahan-Peterson,1,0,55376193.23,55376193.23,1
"Camacho, Arias and Mcintyre",1,0,0.0,0.0,1
"Camacho, Cooper and Hatfield",0,1,0.0,0.0,1
"Camacho, Richardson and Myers",1,0,0.0,0.0,1
"Camacho, Romero and Carlson",0,1,0.0,0.0,1
"Camacho, Thomas and Huff",1,0,0.0,0.0,1
Cameron Group,1,0,0.0,0.0,1
"Cameron, Robinson and Murray",1,0,0.0,0.0,1
Cameron-Baker,1,0,0.0,0.0,1
Cameron-Coleman,1,0,0.0,0.0,1
Cameron-Kramer,0,1,0.0,0.0,1
Cameron-Lee,0,1,0.0,0.0,1
Cameron-Moore,1,0,0.0,0.0,1
Cameron-Wu,1,0,0.0,0.0,1
Cameroon Estuary  AB Marine ecology,2,1,0.0,0.0,3
Cameroon Estuary  AS Sandbar,2,0,5306.6728,2653.3364,2
Cameroon Estuary  Cargo ship,4,1,13581.2695,3395.317375,5
Cameroon Estuary  Company Transport,0,1,6596.6728,6596.6728,1
Cameroon Estuary  Corp Marine ecology,0,1,24366.6728,24366.6728,1
Cameroon Estuary  GmbH & Co. KG Carriers,3,1,0.0,0.0,4
Campbell Group,1,0,0.0,0.0,1
Campbell Inc,1,0,51066.6728,51066.6728,1
Campbell Ltd,2,1,0.0,0.0,3
Campbell PLC,1,1,5918.3726,5918.3726,2
Campbell and Sons,1,1,0.0,0.0,2
"Campbell, Alexander and Perry",1,0,0.0,0.0,1
"Campbell, Byrd and Jackson",0,1,0.0,0.0,1
"Campbell, Clark and Olsen",0,1,0.0,0.0,1
"Campbell, Davidson and Tran",1,0,0.0,0.0,1
"Campbell, Fox and Stewart",1,0,0.0,0.0,1
"Campbell, Harmon and Fisher",1,0,0.0,0.0,1
"Campbell, Luna and Hall",1,0,0.0,0.0,1
"Campbell, Mcdaniel and Butler",0,1,0.0,0.0,1
"Campbell, Ortiz and Petersen",1,0,0.0,0.0,1
"Campbell, Rodriguez and Krause",1,0,0.0,0.0,1
"Campbell, Taylor and Ali",1,0,0.0,0.0,1
"Campbell, Taylor and Hoffman",1,0,0.0,0.0,1
"Campbell, Valdez and Stevens",1,0,0.0,0.0,1
"Campbell, Washington and Johnson",1,0,0.0,0.0,1
Campbell-Austin,1,0,0.0,0.0,1
Campbell-Bautista,1,0,0.0,0.0,1
Campbell-Chen,1,0,0.0,0.0,1
Campbell-Cunningham,1,0,0.0,0.0,1
Campbell-Kim,1,0,0.0,0.0,1
Campbell-Lynn,1,0,0.0,0.0,1
Campbell-Morales,1,0,0.0,0.0,1
Campbell-Porter,1,0,0.0,0.0,1
Campbell-Short,0,1,0.0,0.0,1
Campbell-Strickland,0,1,0.0,0.0,1
Campos Inc,2,0,0.0,0.0,2
Campos LLC,0,1,0.0,0.0,1
Campos PLC,1,0,0.0,0.0,1
"Campos, Smith and Jenkins",1,0,0.0,0.0,1
Campos-Bailey,1,0,0.0,0.0,1
Campos-Lopez,0,1,0.0,0.0,1
Campos-Martin,0,1,0.0,0.0,1
Campos-Navarro,1,0,0.0,0.0,1
Campos-Taylor,0,1,0.0,0.0,1
Cannon Group,0,1,0.0,0.0,1
"Cannon, Hardy and Ramos",0,1,0.0,0.0,1
"Cannon, Price and Tucker",1,0,0.0,0.0,1
Cannon-Allen,0,1,0.0,0.0,1
Cannon-Choi,1,0,0.0,0.0,1
Cannon-Fitzgerald,1,0,0.0,0.0,1
Cannon-Kaufman,1,0,0.0,0.0,1
Cannon-Perry,0,1,0.0,0.0,1
Cantrell-Alexander,1,0,0.0,0.0,1
Cantrell-Harper,1,0,0.0,0.0,1
Cantrell-Myers,0,1,0.0,0.0,1
"Cantu, Baker and Sanchez",1,0,0.0,0.0,1
"Cantu, Brown and Mathews",1,0,0.0,0.0,1
Cantu-Nicholson,0,1,0.0,0.0,1
Cantu-Pearson,0,1,0.0,0.0,1
Cantu-Wilson,0,1,0.0,0.0,1
Cape Verde Islands  BV Shoal,0,1,43666.6728,43666.6728,1
Cape Verde Islands  Co Cargo,0,1,0.0,0.0,1
Cape Verde Islands  Inc,1,1,34666.6728,34666.6728,2
Cape Verde Islands  Limited Liability Company Logistics,7,1,12102.8584,1728.9797714285712,8
Cape Verde Islands  Ltd. Liability Co,2,1,10506.2417,5253.12085,3
Cape Verde Islands  Ltd. Liability Co Transit,2,1,117432.3352,58716.1676,3
Cape Verde Islands  Marine life,0,2,11216.6728,5608.3364,2
Cape Verde Islands  Oyj,2,1,8757.7009,4378.85045,3
Cape Verde Islands  Pelican,0,1,28266.6728,28266.6728,1
Cape Verde Islands  Plc Otter,1,1,15066.6728,15066.6728,2
Cape Verde Islands  Sp Overseas,0,1,5306.6728,5306.6728,1
Cape of Good Hope   AG Express,1,1,0.0,0.0,2
Cape of Good Hope   AS,0,1,0.0,0.0,1
Cape of Good Hope   BV,1,1,29180.3026,29180.3026,2
Cape of Good Hope   Company,5,1,60896.1612,12179.23224,6
Cape of Good Hope   Corporation,4,1,25094.8479,6273.711975,5
Cape of Good Hope   Kga,5,2,22270.4463,4454.08926,7
Cape of Good Hope   OJSC,0,1,47366.6728,47366.6728,1
Cape of Good Hope   Pic,1,1,14866.6728,14866.6728,2
Cape of Good Hope   Pic Distribution,0,1,5436.6728,5436.6728,1
Cape of Good Hope   Seafarer,0,1,5346.6728,5346.6728,1
Cape of Good Hope   Starfish SE Import,0,1,9393.2268,9393.2268,1
Cape of Good Hope   Trout,4,1,7297.1861,1824.296525,5
Caracola Azul AB Brothers,0,1,56902.1658,56902.1658,1
Caracola Azul Marine biology,2,1,6232.1247,3116.06235,3
Caracola Azul S.A. de C.V.,2,1,38766.6728,19383.3364,3
Caracola Azul SE Logistics,0,1,19366.6728,19366.6728,1
Caracola Marina Corp Family,22,1,0.0,0.0,23
Caracola Marina Merchants Deep-sea,0,1,52278.6305,52278.6305,1
Caracola Marina Seabed Company Carriers,0,1,283486.9984,283486.9984,1
Caracola Marina Tugboat Limited Liability Company Marine life,0,1,0.0,0.0,1
Caracola de Coral CJSC,0,1,0.0,0.0,1
Caracola de Coral Family,2,1,18544.1511,9272.07555,3
Caracola de Coral Incorporated,0,1,0.0,0.0,1
Caracola de Coral NV Export,0,1,0.0,0.0,1
Caracola de Coral Shipyard Sp Investment,2,1,0.0,0.0,3
Caracola del Este BV,0,1,7758490.7439,7758490.7439,1
Caracola del Este Cargo,3,1,0.0,0.0,4
Caracola del Este Corp,3,1,7786.1282,2595.3760666666667,4
Caracola del Este Corporation Express,24,1,0.0,0.0,25
Caracola del Este Delivery,5,1,14417.7048,2883.54096,6
Caracola del Este Enterprises,54,0,12316.6728,228.0865333333333,54
Caracola del Este Ges.m.b.H.,3,2,43163.8838,14387.961266666667,5
Caracola del Este GmbH,0,1,5866.6728,5866.6728,1
Caracola del Este Kga,2,1,6340.4549,3170.22745,3
Caracola del Este N.V.,1,0,6831.1749,6831.1749,1
Caracola del Este Pic,0,1,0.0,0.0,1
Caracola del Este Plc,0,1,53139.7788,53139.7788,1
Caracola del Este Plc United,2,1,151421.4496,75710.7248,3
Caracola del Este SRL,0,1,0.0,0.0,1
Caracola del Este Sagl Solutions,4,1,0.0,0.0,5
Caracola del Este Seal,3,0,49566.6728,16522.224266666668,3
Caracola del Este Sp,0,1,23666.6728,23666.6728,1
Caracola del Este Transport Snapper,0,1,10486.6728,10486.6728,1
Caracola del Este Underwater,1,1,8156.6728,8156.6728,2
Caracola del Este ОАО,0,2,4766.6728,2383.3364,2
Caracola del Mar A/S,1,1,31566.6728,31566.6728,2
Caracola del Mar AB,0,1,1150616.532,1150616.532,1
Caracola del Mar AG Express,0,1,12546.6728,12546.6728,1
Caracola del Mar BV,2,1,165666.6728,82833.3364,3
Caracola del Mar Catchers,1,0,11467.6728,11467.6728,1
Caracola del Mar Co,6,1,0.0,0.0,7
Caracola del Mar Company,4,2,640004.8711,160001.217775,6
Caracola del Mar Corporation,3,1,114018.2981,38006.09936666667,4
Caracola del Mar Ges.m.b.H.,0,1,16866.6728,16866.6728,1
Caracola del Mar GmbH,0,1,22607.9168,22607.9168,1
Caracola del Mar Inc Brothers,0,1,9942.6777,9942.6777,1
Caracola del Mar Investment Krill,6,1,37312.25,6218.708333333333,7
Caracola del Mar Ltd. Liability Co,0,1,0.0,0.0,1
Caracola del Mar Merchants,2,1,0.0,0.0,3
Caracola del Mar NV Family,4,1,7085565.751,1771391.43775,5
Caracola del Mar Oyj Dashi,0,1,5816.6728,5816.6728,1
Caracola del Mar Plc,2,0,0.0,0.0,2
Caracola del Mar SRL Logistics,1,0,27928.2834,27928.2834,1
Caracola del Sol AB,1,1,38682.1848,38682.1848,2
Caracola del Sol Company,1,1,5416.6728,5416.6728,2
Caracola del Sol Company Express,2,1,7154.8245,3577.41225,3
Caracola del Sol Corp & Son's,2,1,7102.1769,3551.08845,3
Caracola del Sol Delivery,0,1,0.0,0.0,1
Caracola del Sol International,0,1,4726.6728,4726.6728,1
Caracola del Sol Kga,0,1,5636.6728,5636.6728,1
Caracola del Sol LC,6,1,0.0,0.0,7
Caracola del Sol Ltd. Liability Co,1,0,16210.6839,16210.6839,1
Caracola del Sol Seabass,2,1,0.0,0.0,3
Caracola del Sol Surf S.p.A. Marine life,0,1,0.0,0.0,1
Cardenas-Hernandez,0,1,0.0,0.0,1
Cardenas-Joyce,0,1,0.0,0.0,1
Carey Inc,1,0,0.0,0.0,1
"Carey, Henson and Stevens",1,0,0.0,0.0,1
"Carey, Meza and Knox",0,1,0.0,0.0,1
Carey-Johnson,1,0,0.0,0.0,1
Carlson Inc,1,0,8516.6728,8516.6728,1
Carlson LLC,1,0,0.0,0.0,1
Carlson Ltd,0,1,0.0,0.0,1
"Carlson, Brooks and Roth",1,0,0.0,0.0,1
"Carlson, Bruce and Miller",1,0,0.0,0.0,1
"Carlson, Butler and Booth",1,0,0.0,0.0,1
"Carlson, Farley and Carter",1,0,0.0,0.0,1
"Carlson, Fitzgerald and Ramirez",1,0,0.0,0.0,1
"Carlson, Gonzalez and Caldwell",1,0,0.0,0.0,1
"Carlson, Hudson and Yu",1,0,0.0,0.0,1
"Carlson, Johnson and Lane",1,0,0.0,0.0,1
"Carlson, Nelson and Perez",1,0,0.0,0.0,1
Carlson-Reed,0,1,0.0,0.0,1
Carney Ltd,0,1,0.0,0.0,1
"Carney, Lopez and Schaefer",1,0,0.0,0.0,1
Carpenter Group,1,0,0.0,0.0,1
Carpenter LLC,0,2,0.0,0.0,2
Carpenter and Sons,0,1,0.0,0.0,1
"Carpenter, Barnes and Johnson",1,0,0.0,0.0,1
"Carpenter, Barrett and Crawford",0,1,0.0,0.0,1
"Carpenter, Park and Torres",0,1,0.0,0.0,1
Carpenter-Arias,1,0,0.0,0.0,1
Carpenter-Moss,1,0,0.0,0.0,1
Carpenter-Perez,0,1,0.0,0.0,1
Carpenter-Sherman,1,0,0.0,0.0,1
Carr Group,1,0,0.0,0.0,1
Carr and Sons,1,1,11931.5074,11931.5074,2
Carr-Collins,1,0,0.0,0.0,1
Carr-Farmer,0,1,0.0,0.0,1
Carr-Jackson,0,1,0.0,0.0,1
Carr-Solomon,1,0,0.0,0.0,1
Carr-Taylor,1,0,0.0,0.0,1
Carr-Wilson,1,1,0.0,0.0,2
Carrillo Group,1,0,250352.5072,250352.5072,1
Carrillo and Sons,2,0,0.0,0.0,2
"Carrillo, Cooper and Cruz",1,0,0.0,0.0,1
"Carrillo, Shaw and Hansen",1,0,0.0,0.0,1
"Carrillo, Wilson and Gallagher",1,0,0.0,0.0,1
Carrillo-Harris,1,0,0.0,0.0,1
Carrillo-Oliver,1,0,0.0,0.0,1
Carroll Group,1,0,0.0,0.0,1
Carroll LLC,0,1,0.0,0.0,1
"Carroll, Bell and Holt",0,1,0.0,0.0,1
"Carroll, Lang and Lee",1,0,0.0,0.0,1
"Carroll, Pearson and Sexton",1,0,0.0,0.0,1
"Carroll, Scott and Cannon",1,0,0.0,0.0,1
Carroll-Barnett,0,1,0.0,0.0,1
Carroll-Craig,1,0,0.0,0.0,1
Carroll-Dawson,1,0,0.0,0.0,1
Carroll-Ellison,0,1,0.0,0.0,1
Carroll-Glover,1,0,0.0,0.0,1
Carroll-Hughes,1,0,0.0,0.0,1
Carroll-Jones,1,0,0.0,0.0,1
Carroll-Sherman,1,0,0.0,0.0,1
Carson LLC,2,2,0.0,0.0,4
Carson Ltd,1,0,0.0,0.0,1
Carson-Keller,1,0,0.0,0.0,1
Carter Group,1,1,4996.6728,4996.6728,2
Carter LLC,2,0,0.0,0.0,2
Carter Ltd,0,1,0.0,0.0,1
Carter PLC,0,1,0.0,0.0,1
Carter and Sons,0,1,4923.7837,4923.7837,1
"Carter, Brown and Joseph",1,0,0.0,0.0,1
"Carter, Gomez and Combs",0,1,0.0,0.0,1
"Carter, Morgan and Mills",1,0,0.0,0.0,1
"Carter, Neal and Crawford",0,1,0.0,0.0,1
"Carter, Ross and Phillips",1,0,0.0,0.0,1
"Carter, Schmidt and Pruitt",1,0,0.0,0.0,1
"Carter, Sheppard and Wallace",1,0,0.0,0.0,1
"Carter, Vaughn and Smith",0,1,0.0,0.0,1
"Carter, Watkins and Duran",1,0,0.0,0.0,1
"Carter, Wells and Bentley",0,1,0.0,0.0,1
"Carter, Wells and Reed",0,1,0.0,0.0,1
Carter-Garcia,0,1,0.0,0.0,1
Carter-Mullins,1,0,0.0,0.0,1
Carter-Ramsey,0,1,0.0,0.0,1
Casablanca Coast  Flounder Oyj Line,1,1,45019.5122,45019.5122,2
Casablanca Coast  Limited Liability Company Holdings,2,1,0.0,0.0,3
Case Group,1,0,0.0,0.0,1
"Case, Murphy and Hayes",0,1,0.0,0.0,1
Case-Randolph,1,0,0.0,0.0,1
Casey LLC,1,0,0.0,0.0,1
"Casey, Huang and Moran",1,0,0.0,0.0,1
"Casey, Nguyen and Durham",1,0,0.0,0.0,1
"Casey, Watkins and Walker",0,1,0.0,0.0,1
"Casey, Welch and Kim",1,0,0.0,0.0,1
Casey-Mayer,0,1,0.0,0.0,1
Caspian Sea   A/S Holdings,0,1,12516.6728,12516.6728,1
Caspian Sea   Ray LC Marine sanctuary,0,1,0.0,0.0,1
Castaneda Group,0,1,0.0,0.0,1
Castaneda-Knight,1,0,0.0,0.0,1
Castaneda-Stephens,1,0,0.0,0.0,1
Castillo Group,0,1,0.0,0.0,1
Castillo Inc,1,1,0.0,0.0,2
Castillo PLC,1,0,0.0,0.0,1
Castillo and Sons,0,1,0.0,0.0,1
"Castillo, Bradley and Mckenzie",1,0,0.0,0.0,1
"Castillo, Whitaker and Martinez",1,0,0.0,0.0,1
Castillo-Chase,1,0,0.0,0.0,1
Castillo-Mitchell,1,0,0.0,0.0,1
Castillo-Norris,1,0,0.0,0.0,1
Castillo-Thompson,0,1,0.0,0.0,1
Castro Group,3,0,0.0,0.0,3
Castro Inc,1,0,66974.4772,66974.4772,1
Castro LLC,2,0,0.0,0.0,2
Castro Ltd,0,1,0.0,0.0,1
Castro PLC,1,1,0.0,0.0,2
"Castro, Carr and Green",1,0,0.0,0.0,1
"Castro, Clark and Hale",0,1,0.0,0.0,1
"Castro, Scott and Palmer",0,1,0.0,0.0,1
"Castro, Sutton and Lowe",0,1,0.0,0.0,1
Castro-Crawford,1,0,0.0,0.0,1
Castro-Suarez,0,1,0.0,0.0,1
Castro-Thompson,0,1,0.0,0.0,1
Cervantes Group,1,0,0.0,0.0,1
Cervantes Inc,1,0,0.0,0.0,1
Cervantes Ltd,1,0,0.0,0.0,1
"Cervantes, Flores and Valdez",0,1,0.0,0.0,1
"Cervantes, White and Anderson",0,1,0.0,0.0,1
Cervantes-Bryant,1,0,0.0,0.0,1
Cervantes-Cook,1,0,0.0,0.0,1
Cervantes-Martinez,1,0,0.0,0.0,1
Chambers Inc,1,0,0.0,0.0,1
Chambers and Sons,2,1,0.0,0.0,3
"Chambers, Gutierrez and Smith",1,0,0.0,0.0,1
"Chambers, Hall and Johnson",0,1,0.0,0.0,1
"Chambers, Hernandez and Hughes",1,0,0.0,0.0,1
"Chambers, Martinez and Martinez",1,0,0.0,0.0,1
Chambers-Avila,0,1,0.0,0.0,1
Chambers-Castro,1,0,0.0,0.0,1
Chambers-Wagner,1,0,0.0,0.0,1
Chambers-White,0,1,0.0,0.0,1
Chambers-Zavala,0,1,0.0,0.0,1
Chan Group,1,0,0.0,0.0,1
"Chan, Hunt and Thompson",1,0,0.0,0.0,1
"Chan, Mcbride and Acevedo",1,0,0.0,0.0,1
"Chan, Price and Marshall",0,1,0.0,0.0,1
Chandler LLC,2,0,0.0,0.0,2
"Chandler, Meyers and Pham",1,0,0.0,0.0,1
Chandler-Barker,0,1,0.0,0.0,1
Chandler-Kelly,1,0,0.0,0.0,1
"Chaney, Boone and Greene",1,0,0.0,0.0,1
Chaney-Brown,1,0,0.0,0.0,1
Chaney-Kelly,1,0,0.0,0.0,1
Chaney-West,0,1,0.0,0.0,1
Chang LLC,1,0,50679.2615,50679.2615,1
"Chang, Mills and Price",0,1,0.0,0.0,1
"Chang, Perry and Perez",1,0,0.0,0.0,1
"Chang, Yates and Wagner",1,0,0.0,0.0,1
Chang-Stone,1,0,0.0,0.0,1
Changsha Ltd. Corporation Transit,0,1,5466.6728,5466.6728,1
Changsha S.A. de C.V. Delivery,1,1,10946.6728,10946.6728,2
Chapman LLC,2,0,0.0,0.0,2
Chapman Ltd,0,1,0.0,0.0,1
Chapman PLC,1,1,0.0,0.0,2
"Chapman, Acosta and Baker",1,0,0.0,0.0,1
"Chapman, Charles and Tate",1,0,0.0,0.0,1
"Chapman, Gross and Davis",1,0,0.0,0.0,1
"Chapman, Reed and Brooks",1,0,0.0,0.0,1
"Chapman, Sanders and Martinez",1,0,0.0,0.0,1
"Chapman, Williams and Anderson",0,1,0.0,0.0,1
Chapman-Bell,1,0,0.0,0.0,1
Chapman-Jackson,1,0,0.0,0.0,1
Chapman-Spencer,0,1,0.0,0.0,1
Charles GmbH & Co. KG Worldwide,0,1,0.0,0.0,1
Charles Ltd. Liability Co & Son's,0,1,0.0,0.0,1
Charles PLC,1,0,0.0,0.0,1
"Charles, Castro and Spence",1,0,0.0,0.0,1
"Charles, Collins and Mcbride",0,1,0.0,0.0,1
Charles-Boyle,0,1,0.0,0.0,1
Charles-Porter,0,1,0.0,0.0,1
Chase Inc,1,0,0.0,0.0,1
"Chase, Hernandez and Wade",1,0,0.0,0.0,1
Chase-Ferguson,0,1,0.0,0.0,1
Chase-Leon,0,1,0.0,0.0,1
Chavez Group,0,1,0.0,0.0,1
Chavez Inc,1,0,430637.2462,430637.2462,1
Chavez LLC,5,0,0.0,0.0,5
Chavez PLC,1,0,0.0,0.0,1
Chavez and Sons,0,1,0.0,0.0,1
"Chavez, Garcia and Smith",1,0,0.0,0.0,1
"Chavez, Smith and Rios",1,0,0.0,0.0,1
"Chavez, Walters and Bryant",0,1,0.0,0.0,1
"Chavez, Young and Rodriguez",1,0,0.0,0.0,1
Chavez-Brooks,0,1,0.0,0.0,1
Chavez-Frank,1,0,0.0,0.0,1
Chavez-Jimenez,0,1,0.0,0.0,1
Chavez-Mckinney,1,0,0.0,0.0,1
Chavez-White,1,0,0.0,0.0,1
Chavez-Williams,1,0,0.0,0.0,1
Chavez-Yoder,1,0,0.0,0.0,1
Chavez-Young,1,0,0.0,0.0,1
Chen Group,0,1,0.0,0.0,1
Chen and Sons,1,0,0.0,0.0,1
"Chen, Adams and Scott",1,0,0.0,0.0,1
"Chen, Dickerson and Guerra",1,0,0.0,0.0,1
"Chen, Jones and Davis",1,0,0.0,0.0,1
"Chen, Mcdaniel and Landry",1,0,0.0,0.0,1
"Chen, Ray and Wilson",1,0,0.0,0.0,1
Chen-Austin,0,1,0.0,0.0,1
Chen-Byrd,1,0,0.0,0.0,1
Chen-Jones,0,1,0.0,0.0,1
Chen-Sanders,0,1,0.0,0.0,1
Chen-Williams,0,1,0.0,0.0,1
Cherry LLC,1,0,0.0,0.0,1
"Cherry, Alexander and Oneill",0,1,0.0,0.0,1
"Cherry, Ford and Fields",1,0,0.0,0.0,1
