id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
Flowers and Sons,,,Beneficial Owner,ZH,,,Sons
Flowers Group,,,Beneficial Owner,ZH,,,Group
Flowers Inc,,,Company,ZH,,,Inc
Flowers LLC,,,Beneficial Owner,ZH,,,Limited
Flowers LLC,,,Beneficial Owner,ZH,,,Limited
Flowers LLC,,,Company Contacts,ZH,,,Limited
Flowers Ltd,,,Beneficial Owner,ZH,,,Limited
Flowers Ltd,,,Beneficial Owner,ZH,,,Limited
"Flowers, Cook and Good",,,Beneficial Owner,ZH,,,NULL
"Flowers, Foley and Moses",,,Company Contacts,ZH,,,NULL
"Flowers, Hernandez and Avery",,,Beneficial Owner,ZH,,,NULL
"Flowers, Neal and Parker",,,Company Contacts,ZH,,,NULL
"Flowers, Wells and Zimmerman",,,Company Contacts,ZH,,,NULL
Flowers-Ellis,,,Company Contacts,ZH,,,NULL
Flowers-Hurst,,,Beneficial Owner,ZH,,,NULL
Flowers-Little,,,Company Contacts,ZH,,,NULL
Flowers-Maldonado,,,Beneficial Owner,ZH,,,NULL
Floyd and Sons,,,Company Contacts,ZH,,,Sons
Floyd Group,Consumer products,4622176.233,Company,ZH,0,0,Group
Floyd Inc,,,Company Contacts,ZH,,,Inc
Floyd LLC,"Systems and components to natural and synthetic fiber industries for spinning, texturing, twisting, embroidery, and fabrication of nonwovens, as well as staple fiber plants, recycling machines, and machines used in rubber and plastic processing; Transmission systems for motor vehicles and industrial applications, which include gears, gear groups, planetary gear drives, custom gears, and custom gear assemblies; Gearboxes, angle drives, and transfer cases for cars and four-wheel drive vehicles; drive-lines for earth moving machines, forklift trucks, and city buses; transmissions and axles for luxury cars and special vehicles; and various components, including helical and spur gear kits, synchronizers, transmission kits, and sub-assemblies",2502844.003,Company,ZH,0,0,Limited
Floyd LLC,,,Beneficial Owner,ZH,,,Limited
Floyd LLC,,,Beneficial Owner,ZH,,,Limited
Floyd LLC,,,Company Contacts,ZH,,,Limited
Floyd LLC,,,Company Contacts,ZH,,,Limited
Floyd Ltd,,,Company Contacts,ZH,,,Limited
"Floyd, Crawford and Ramirez",,,Company Contacts,ZH,,,NULL
"Floyd, Morton and Mora",,,Company Contacts,ZH,,,NULL
"Floyd, Payne and Gardner",,,Company Contacts,ZH,,,NULL
"Floyd, Roth and Martin",,,Beneficial Owner,ZH,,,NULL
"Floyd, Wade and Roth",,7666.6728,Company,ZH,,,NULL
Floyd-Mcconnell,,,Beneficial Owner,ZH,,,NULL
Floyd-Romero,,,Company Contacts,ZH,,,NULL
Floyd-Smith,,,Company Contacts,ZH,,,NULL
"Flynn, Bonilla and Li",,,Beneficial Owner,ZH,,,NULL
"Flynn, Flores and Davis",,,Beneficial Owner,ZH,,,NULL
"Flynn, Meyer and Bond",Printed circuit boards,,Company,ZH,0,0,NULL
"Flynn, Soto and Hodges",,,Beneficial Owner,ZH,,,NULL
"Flynn, Zimmerman and Pittman",,,Company Contacts,ZH,,,NULL
Flynn-Alexander,,,Company Contacts,ZH,,,NULL
Flynn-Faulkner,,,Beneficial Owner,ZH,,,NULL
Flynn-Gamble,,,Company Contacts,ZH,,,NULL
Flynn-Hudson,,,Beneficial Owner,ZH,,,NULL
Flynn-Landry,,,Beneficial Owner,ZH,,,NULL
Flynn-Watson,,,Company Contacts,ZH,,,NULL
Foley Group,,,Beneficial Owner,ZH,,,Group
Foley Group,,,Beneficial Owner,ZH,,,Group
"Foley, Johnson and Lutz",,20966.6728,Company,ZH,,,NULL
"Foley, Pierce and Gray",,,Beneficial Owner,ZH,,,NULL
Foley-Delgado,,,Beneficial Owner,ZH,,,NULL
Foley-Evans,,,Beneficial Owner,ZH,,,NULL
Foley-Zhang,,,Company Contacts,ZH,,,NULL
Forbes Ltd,,,Beneficial Owner,ZH,,,Limited
"Forbes, Jones and Greene",,,Beneficial Owner,ZH,,,NULL
"Forbes, Sullivan and Stone",,,Company Contacts,ZH,,,NULL
Forbes-Frye,,,Beneficial Owner,ZH,,,NULL
Forbes-Hopkins,,,Company Contacts,ZH,,,NULL
Forbes-Johnson,"Ball valves, check valves, gate valves, globe valves and valves",60474.5639,Company,ZH,0,0,NULL
Forbes-Murphy,Seafood products,21946.0183,Company,ZH,1,1,NULL
Forbes-Stanley,,,Company Contacts,ZH,,,NULL
Ford and Sons,Fish products,56578.0561,Company,ZH,1,1,Sons
Ford and Sons,"And household products , consumer electronics , ancillary equipments source: freelance researcher",,Company,ZH,0,0,Sons
Ford and Sons,,,Company Contacts,ZH,,,Sons
Ford Group,,,Company Contacts,ZH,,,Group
Ford Group,,,Company Contacts,ZH,,,Group
Ford Inc,,,Beneficial Owner,ZH,,,Inc
Ford Inc,,,Beneficial Owner,ZH,,,Inc
Ford Inc,,,Beneficial Owner,ZH,,,Inc
Ford Inc,,,Beneficial Owner,ZH,,,Inc
Ford Inc,,,Beneficial Owner,ZH,,,Inc
Ford LLC,,17466.6728,Company,ZH,,,Limited
Ford Ltd,,,Beneficial Owner,ZH,,,Limited
Ford PLC,,,Beneficial Owner,ZH,,,PLC
Ford PLC,,,Company Contacts,ZH,,,PLC
"Ford, Alvarez and Oneill",,,Beneficial Owner,ZH,,,NULL
"Ford, Andersen and Blackburn",,,Beneficial Owner,ZH,,,NULL
"Ford, Brown and Mccoy",,,Company Contacts,ZH,,,NULL
"Ford, Castillo and Wright",,,Beneficial Owner,ZH,,,NULL
"Ford, Frey and Arias",,,Company Contacts,ZH,,,NULL
"Ford, Garcia and Jordan",,,Company Contacts,ZH,,,NULL
"Ford, Gray and Webster",,,Company Contacts,ZH,,,NULL
"Ford, Hoffman and Petty",,,Beneficial Owner,ZH,,,NULL
"Ford, Jensen and Gonzales",,,Beneficial Owner,ZH,,,NULL
"Ford, Klein and Gibbs",,9648.7222,Company,ZH,,,NULL
"Ford, Kline and Gray",,,Beneficial Owner,ZH,,,NULL
"Ford, Mathews and Myers",,,Company Contacts,ZH,,,NULL
"Ford, Moore and Richardson",,,Company Contacts,ZH,,,NULL
"Ford, Nelson and Curry",,,Company Contacts,ZH,,,NULL
"Ford, Perez and Alexander",,,Beneficial Owner,ZH,,,NULL
"Ford, Rodgers and Yates",,,Beneficial Owner,ZH,,,NULL
Ford-Frost,,,Company,ZH,,,NULL
Ford-Hardin,,,Company Contacts,ZH,,,NULL
Ford-Harris,,,Beneficial Owner,ZH,,,NULL
Ford-Hines,,,Beneficial Owner,ZH,,,NULL
Ford-Reed,,,Beneficial Owner,ZH,,,NULL
Ford-Rose,,,Beneficial Owner,ZH,,,NULL
Ford-Sawyer,,,Beneficial Owner,ZH,,,NULL
Ford-Smith,,,Beneficial Owner,ZH,,,NULL
Ford-Stephens,,,Beneficial Owner,ZH,,,NULL
Ford-Terry,,,Beneficial Owner,ZH,,,NULL
Ford-Weaver,,,Company Contacts,ZH,,,NULL
Forwading Ltd. Liability Co,Packaged frozen goods,5376.6728,Company,Oceanus,0,0,Limited
Forwading S.A. de C.V.,,44669.1981,Company,Arreciviento,,,S.A. de C.V.
Forwading S.A. de C.V.,,,Company,Isliandor,,,S.A. de C.V.
Foster and Sons,,,Company Contacts,ZH,,,Sons
Foster Group,,5619.5028,Company,ZH,,,Group
Foster Inc,,,Beneficial Owner,ZH,,,Inc
Foster Inc,,,Beneficial Owner,ZH,,,Inc
Foster Inc,,,Beneficial Owner,ZH,,,Inc
Foster LLC,,,Beneficial Owner,ZH,,,Limited
Foster LLC,,,Company Contacts,ZH,,,Limited
Foster LLC,,,Company Contacts,ZH,,,Limited
Foster LLC,,,Company Contacts,ZH,,,Limited
Foster Ltd,,,Beneficial Owner,ZH,,,Limited
Foster Ltd,,,Company Contacts,ZH,,,Limited
Foster Ltd,,,Company Contacts,ZH,,,Limited
Foster PLC,,,Beneficial Owner,ZH,,,PLC
Foster PLC,,,Beneficial Owner,ZH,,,PLC
Foster PLC,,,Company Contacts,ZH,,,PLC
"Foster, Chaney and Gordon",,,Company Contacts,ZH,,,NULL
"Foster, Chapman and Johnson",,,Company Contacts,ZH,,,NULL
"Foster, Conley and Andersen",,,Beneficial Owner,ZH,,,NULL
"Foster, Crane and Miller",,,Company Contacts,ZH,,,NULL
"Foster, Farmer and Rasmussen","Spice extracts, oleoresins, essential oils, botanicals, natural food colors, nutraceuticals, organic products, floral extracts and fragrances, flavors, fragrance ingredients, natural spice flavoring systems, mints and menthols, antioxidants, cosmeceuticals, and phytochemicals",103177.1802,Company,ZH,1,0,NULL
"Foster, Green and Fleming",,,Company Contacts,ZH,,,NULL
"Foster, Le and Hardy",,,Beneficial Owner,ZH,,,NULL
"Foster, Manning and Parker",,,Beneficial Owner,ZH,,,NULL
"Foster, Moore and Chapman",,,Beneficial Owner,ZH,,,NULL
"Foster, Murphy and Davis",,,Beneficial Owner,ZH,,,NULL
"Foster, Peterson and Rogers",,,Company Contacts,ZH,,,NULL
"Foster, Robinson and Rodriguez",,,Beneficial Owner,ZH,,,NULL
"Foster, Thomas and Haas",,,Company Contacts,ZH,,,NULL
"Foster, Williams and Barnes",,,Company Contacts,ZH,,,NULL
Foster-Berry,,,Beneficial Owner,ZH,,,NULL
Foster-Briggs,,,Beneficial Owner,ZH,,,NULL
Foster-Campbell,,,Company Contacts,ZH,,,NULL
Foster-Davidson,,,Beneficial Owner,ZH,,,NULL
Foster-Douglas,"Teflon industrial coatings Applicator, Solid Film Lube / Dry Film Lube Applicator source: freelance researcher",16866.6728,Company,ZH,0,0,NULL
Foster-Franklin,,,Beneficial Owner,ZH,,,NULL
Foster-Garcia,,,Company,ZH,,,NULL
Foster-Hanson,,,Beneficial Owner,ZH,,,NULL
Foster-Hardy,,,Beneficial Owner,ZH,,,NULL
Foster-Johnson,,,Company Contacts,ZH,,,NULL
Foster-Miller,,,Beneficial Owner,ZH,,,NULL
Foster-Moore,"Development, construction and manufacturing of special drive inverters and inverter systems as well as components for power electronics",,Company,ZH,0,0,NULL
Foster-Osborn,,,Beneficial Owner,ZH,,,NULL
Foster-Solomon,,,Beneficial Owner,ZH,,,NULL
Fowler and Sons,,,Beneficial Owner,ZH,,,Sons
Fowler Group,Footwear products,14042.4854,Company,ZH,0,0,Group
Fowler Inc,,,Beneficial Owner,ZH,,,Inc
Fowler Inc,,,Beneficial Owner,ZH,,,Inc
Fowler LLC,,,Company Contacts,ZH,,,Limited
Fowler Ltd,,,Beneficial Owner,ZH,,,Limited
Fowler Ltd,,,Beneficial Owner,ZH,,,Limited
Fowler PLC,,,Beneficial Owner,ZH,,,PLC
"Fowler, Evans and Harrison",,,Beneficial Owner,ZH,,,NULL
"Fowler, Fowler and Nelson",,,Beneficial Owner,ZH,,,NULL
"Fowler, Murphy and Obrien",,,Company Contacts,ZH,,,NULL
"Fowler, Porter and Powers",,,Beneficial Owner,ZH,,,NULL
"Fowler, Sharp and Sims",,,Company Contacts,ZH,,,NULL
"Fowler, Smith and Ellis",,,Beneficial Owner,ZH,,,NULL
"Fowler, Tucker and Hudson",,4746.6728,Company,ZH,,,NULL
Fowler-Brown,,,Beneficial Owner,ZH,,,NULL
Fowler-Duffy,,,Company Contacts,ZH,,,NULL
Fowler-Garcia,,,Beneficial Owner,ZH,,,NULL
Fowler-Harris,"Wooden products, furniture, decorative panels, metal parts, and speaker cabinets",,Company,ZH,0,0,NULL
Fowler-Hurst,,,Beneficial Owner,ZH,,,NULL
Fowler-Ramos,,,Beneficial Owner,ZH,,,NULL
Fowler-Reese,,,Beneficial Owner,ZH,,,NULL
Fowler-Sandoval,,,Beneficial Owner,ZH,,,NULL
Fox and Sons,"Deli (including pizzas, imported cheese, pre-cut fresh produce, crackers and snacks, and coffee), bakery products (including bakery bases and mixes, frozen dough, muffin batters and mixes, and cakes), confectioneries, retail and foodservice products (including spices, sauces, dressings, olives and condiments), and packaging products (including aluminum pans, pizza packaging needs, take-out packaging, meal solutions packaging, store sanitary supplies, and complete meat department supplies)",,Company,ZH,1,0,Sons
Fox Group,,,Beneficial Owner,ZH,,,Group
Fox Group,,,Company Contacts,ZH,,,Group
Fox Inc,,,Beneficial Owner,ZH,,,Inc
Fox Inc,,,Company Contacts,ZH,,,Inc
Fox Ltd,,,Company Contacts,ZH,,,Limited
"Fox, Grimes and Patton",,,Beneficial Owner,ZH,,,NULL
"Fox, Harris and Jones",Gelatine products,112331.7796,Company,ZH,0,0,NULL
"Fox, Johnson and Wilson","Solar cells, solar cell modules, and wafers; Mono-crystalline, bifacial mono-crystalline, and multi-crystalline solar cells; and solar modules, as well as provides solar operation management services; Power facilities construction business, as well as in solar related activities",627753.979,Company,ZH,0,0,NULL
"Fox, Mcclain and Lawrence",,,Beneficial Owner,ZH,,,NULL
"Fox, Mcintyre and Burke",,,Beneficial Owner,ZH,,,NULL
"Fox, Rogers and Wong",,,Beneficial Owner,ZH,,,NULL
"Fox, Sanders and Wells",,8106.6688,Company,ZH,,,NULL
"Fox, Scott and Brown",,,Beneficial Owner,ZH,,,NULL
"Fox, Williams and Carter",,,Beneficial Owner,ZH,,,NULL
"Fox, Williams and Jackson",,,Beneficial Owner,ZH,,,NULL
"Fox, Winters and Ray",,229666.6728,Company,ZH,,,NULL
Fox-Anderson,,,Company Contacts,ZH,,,NULL
Fox-Ball,,,Company Contacts,ZH,,,NULL
Fox-Berger,,,Beneficial Owner,ZH,,,NULL
Fox-Collins,,,Company Contacts,ZH,,,NULL
Fox-Foster,,,Beneficial Owner,ZH,,,NULL
Fox-Harris,,,Company,ZH,,,NULL
Fox-Preston,,,Beneficial Owner,ZH,,,NULL
Fox-Ross,,,Beneficial Owner,ZH,,,NULL
Fox-Ross,,,Beneficial Owner,ZH,,,NULL
Fox-Sandoval,,,Beneficial Owner,ZH,,,NULL
Fox-Walter,,,Beneficial Owner,ZH,,,NULL
Francis Group,,,Beneficial Owner,ZH,,,Group
Francis Group,,,Company Contacts,ZH,,,Group
Francis LLC,"Metal tanks, vessels, and other containers",387972.2143,Company,ZH,0,0,Limited
Francis LLC,,,Beneficial Owner,ZH,,,Limited
Francis Ltd,,6846.6374,Company,ZH,,,Limited
Francis Ltd,,,Company Contacts,ZH,,,Limited
"Francis, Figueroa and Taylor",,,Beneficial Owner,ZH,,,NULL
"Francis, Gray and Shaw",,,Company Contacts,ZH,,,NULL
"Francis, Green and Becker",,,Company Contacts,ZH,,,NULL
"Francis, Hill and Stanton",,,Beneficial Owner,ZH,,,NULL
"Francis, Le and Welch",,,Company Contacts,ZH,,,NULL
"Francis, Matthews and Barnes",Adhesives source: freelance researcher,13206.6728,Company,ZH,0,0,NULL
"Francis, Montes and Foster",,,Beneficial Owner,ZH,,,NULL
"Francis, Welch and Warner",,,Beneficial Owner,ZH,,,NULL
"Francis, Williams and Hale",,,Beneficial Owner,ZH,,,NULL
Francis-Collins,,,Company,ZH,,,NULL
Francis-Garcia,,,Company,ZH,,,NULL
Francis-Morton,,,Beneficial Owner,ZH,,,NULL
"Franco, Payne and Reyes",,,Beneficial Owner,ZH,,,NULL
"Franco, Weber and Davis",,,Beneficial Owner,ZH,,,NULL
Franco-Diaz,,,Company Contacts,ZH,,,NULL
Franco-Jordan,,,Company Contacts,ZH,,,NULL
Franco-Morrison,,,Beneficial Owner,ZH,,,NULL
Franco-Rogers,,,Company,ZH,,,NULL
Frank and Sons,,,Beneficial Owner,ZH,,,Sons
Frank and Sons,,,Company Contacts,ZH,,,Sons
Frank Group,,,Beneficial Owner,ZH,,,Group
Frank Inc,,,Company,ZH,,,Inc
Frank Inc,,,Company Contacts,ZH,,,Inc
Frank Ltd,Meat ingredients,,Company,ZH,1,0,Limited
Frank Ltd,,,Beneficial Owner,ZH,,,Limited
Frank Ltd,,,Beneficial Owner,ZH,,,Limited
"Frank, Burton and Mendez",,,Beneficial Owner,ZH,,,NULL
"Frank, Carpenter and Andrews",,,Company Contacts,ZH,,,NULL
"Frank, Church and Dean",,,Company Contacts,ZH,,,NULL
"Frank, Franklin and Obrien",,,Company,ZH,,,NULL
"Frank, Hawkins and Stephens",,,Beneficial Owner,ZH,,,NULL
"Frank, Hughes and Roberts",,5366.6728,Company,ZH,,,NULL
"Frank, Rangel and Shepherd",,,Beneficial Owner,ZH,,,NULL
Frank-Andrews,,,Company Contacts,ZH,,,NULL
Franklin and Sons,,,Beneficial Owner,ZH,,,Sons
Franklin Group,,5256.6728,Company,ZH,,,Group
Franklin Group,,,Beneficial Owner,ZH,,,Group
Franklin Group,,,Company Contacts,ZH,,,Group
Franklin Inc,,,Beneficial Owner,ZH,,,Inc
Franklin Ltd,,,Beneficial Owner,ZH,,,Limited
Franklin Ltd,,,Company Contacts,ZH,,,Limited
Franklin PLC,,,Company,ZH,,,PLC
Franklin PLC,,,Company Contacts,ZH,,,PLC
"Franklin, Armstrong and Silva",,,Company Contacts,ZH,,,NULL
"Franklin, Bell and Perez",,,Beneficial Owner,ZH,,,NULL
"Franklin, Blackwell and Snyder",,,Beneficial Owner,ZH,,,NULL
"Franklin, Burnett and Jenkins",,,Beneficial Owner,ZH,,,NULL
"Franklin, Burton and Mosley",,,Company Contacts,ZH,,,NULL
"Franklin, Dickson and Hunter",,,Beneficial Owner,ZH,,,NULL
"Franklin, Gordon and Hall",,,Beneficial Owner,ZH,,,NULL
"Franklin, Hunt and Pacheco",,,Company Contacts,ZH,,,NULL
"Franklin, Lopez and Sharp",,12686.6728,Company,ZH,,,NULL
"Franklin, Molina and Reeves",,,Beneficial Owner,ZH,,,NULL
Franklin-Adams,,,Beneficial Owner,ZH,,,NULL
Franklin-Campbell,,,Company Contacts,ZH,,,NULL
Franklin-Colon,,,Beneficial Owner,ZH,,,NULL
Franklin-Fernandez,,,Company Contacts,ZH,,,NULL
Franklin-Johnson,,,Company,ZH,,,NULL
Franklin-Johnson,,,Beneficial Owner,ZH,,,NULL
Franklin-Jones,A holding company,,Company,ZH,0,0,NULL
Franklin-Patel,,,Company Contacts,ZH,,,NULL
Franklin-Wade,,,Beneficial Owner,ZH,,,NULL
Franklin-Watson,,,Beneficial Owner,ZH,,,NULL
Franklin-West,,,Company Contacts,ZH,,,NULL
Frank-Mcneil,,,Company Contacts,ZH,,,NULL
Frank-Mendoza,,,Company Contacts,ZH,,,NULL
Frank-Moore,,,Beneficial Owner,ZH,,,NULL
Frank-Murray,,,Beneficial Owner,ZH,,,NULL
Frank-Rowe,,,Company Contacts,ZH,,,NULL
Frank-Schroeder,,,Beneficial Owner,ZH,,,NULL
Frank-Williams,,,Beneficial Owner,ZH,,,NULL
Frazier and Sons,,,Beneficial Owner,ZH,,,Sons
Frazier LLC,,,Company Contacts,ZH,,,Limited
Frazier PLC,,,Beneficial Owner,ZH,,,PLC
"Frazier, Alvarez and Solis",,,Company Contacts,ZH,,,NULL
"Frazier, Garcia and Duarte","New household-type appliances and consumer-type electronic products such as televisions and computers, and single line of new consumer-type electronic products",18968.6873,Company,ZH,0,0,NULL
"Frazier, Johnson and Macdonald",,,Company Contacts,ZH,,,NULL
Frazier-Grant,Empty hard gelatine capsules,20421.7805,Company,ZH,0,0,NULL
Frazier-Hernandez,,,Beneficial Owner,ZH,,,NULL
Frazier-Munoz,,,Company Contacts,ZH,,,NULL
Frazier-Turner,,,Beneficial Owner,ZH,,,NULL
Frederick Group,,,Beneficial Owner,ZH,,,Group
Frederick Inc,,,Company Contacts,ZH,,,Inc
Frederick Ltd,,,Company Contacts,ZH,,,Limited
"Frederick, Evans and Medina",,,Beneficial Owner,ZH,,,NULL
"Frederick, Fernandez and Allen",,,Beneficial Owner,ZH,,,NULL
"Frederick, Shea and Patel",,,Company Contacts,ZH,,,NULL
"Frederick, Sosa and Proctor",,,Beneficial Owner,ZH,,,NULL
Frederick-Andrade,,,Company Contacts,ZH,,,NULL
Frederick-Chase,,,Company Contacts,ZH,,,NULL
Frederick-Tran,"Casting steel, stainless steel, heat resistant steel, alloy steel, and machining products",22536.8768,Company,ZH,0,0,NULL
Frederick-Warner,,12226.7469,Company,ZH,,,NULL
Frederick-Wood,,,Beneficial Owner,ZH,,,NULL
Freeman and Sons,,,Beneficial Owner,ZH,,,Sons
Freeman and Sons,,,Company Contacts,ZH,,,Sons
Freeman Group,,,Beneficial Owner,ZH,,,Group
Freeman Group,,,Company Contacts,ZH,,,Group
Freeman Inc,,,Beneficial Owner,ZH,,,Inc
Freeman LLC,,,Beneficial Owner,ZH,,,Limited
Freeman LLC,,,Beneficial Owner,ZH,,,Limited
Freeman Ltd,,,Beneficial Owner,ZH,,,Limited
Freeman PLC,,,Company,ZH,,,PLC
Freeman PLC,,,Beneficial Owner,ZH,,,PLC
Freeman PLC,,,Beneficial Owner,ZH,,,PLC
"Freeman, Delacruz and Hall",,,Company Contacts,ZH,,,NULL
"Freeman, English and Schaefer",,,Beneficial Owner,ZH,,,NULL
"Freeman, Fields and Hodges",Breaded fish chips; fish tofu; fish balls; chikuwa frozen food items; dimsum; surimi; imitation crab sticks; crab claws; crab nuggets; shrimp bombs; dried yellow stripe trevally; and dried tiger-tooth croakers,125224.4236,Company,ZH,1,1,NULL
"Freeman, Powers and Henry",,,Beneficial Owner,ZH,,,NULL
"Freeman, Ross and Kirk",,,Beneficial Owner,ZH,,,NULL
"Freeman, Smith and Brown",,,Company Contacts,ZH,,,NULL
"Freeman, Stephens and Phillips",,,Company Contacts,ZH,,,NULL
"Freeman, Thomas and Simmons",,,Beneficial Owner,ZH,,,NULL
"Freeman, Williams and Landry",,,Company Contacts,ZH,,,NULL
"Freeman, Williams and Sanders",,,Company Contacts,ZH,,,NULL
Freeman-Brown,,,Company Contacts,ZH,,,NULL
Freeman-Garcia,,,Beneficial Owner,ZH,,,NULL
Freeman-Jackson,,,Company Contacts,ZH,,,NULL
Freeman-Johnson,,,Beneficial Owner,ZH,,,NULL
Freeman-Jordan,,7666.6728,Company,ZH,,,NULL
Freeman-Obrien,,,Beneficial Owner,ZH,,,NULL
Freeman-Porter,,,Company,ZH,,,NULL
Freeman-Rodriguez,,,Beneficial Owner,ZH,,,NULL
Freeman-Santana,,,Company Contacts,ZH,,,NULL
Freeman-Sosa,,,Company Contacts,ZH,,,NULL
Freeman-Wall,,,Beneficial Owner,ZH,,,NULL
French  Estuary Kga Marine biology,Sandals,7982.0907,Company,Sol y Oceana,0,0,Kga
French  Ltd. Liability Co Line,,,Company,Oceanus,,,Limited
French  Wave ОАО Worldwide,,6069.1896,Company,Marebak,,,ОАО
French Crab Kga Overseas,,,Company,Oceanus,,,Kga
French Crab Pic Marine conservation,"Metal pipes and fittings, pipeline control system and electric power fittings",594085.8754,Company,Marebak,0,0,PLC
French Crab Plc Carriers,,,Company,Oceanus,,,PLC
French Group,,,Company Contacts,ZH,,,Group
French Hake GmbH & Co. KG Logistics,Grocery products,25666.6728,Company,Oceanus,1,0,Ges.m.b.H
French Hake Limited Liability Company Consulting,,,Company,Oceanus,,,Limited
French Hake Ltd. Corporation,,12016.6728,Company,Oceanus,,,Co
French Hake Ltd. Liability Co,,5186.6728,Company,Oceanus,,,Limited
French Hake Pic Seagull,,23666.6728,Company,Oceanus,,,PLC
French Inc,,,Company,ZH,,,Inc
French LLC,,,Beneficial Owner,ZH,,,Limited
French PLC,,,Beneficial Owner,ZH,,,PLC
French Sardine Dry dock S.A. de C.V. Delivery,,14926.1604,Company,Isliandor,,,S.A. de C.V.
French Sardine LLC Transit,"Development, assembly, and distribution of mechanical bar loaders for precision-machining used by watch-makers in the Jura region; Was affected by the watch-making crisis of 1974, pushing it in a new direction with the help of a young and ingenious precision-machining technician, Philippe Scheurer, inventing the first hydraulic bar feeder better known as the Hydrobar; Has reached a position of the worldwide leader in the field of machine-tool peripherals and has been in fine-tuned to be even closer to the regional markets and to respond even faster to future evolutions; Was acquired by the Storskogen Group, a publicly-traded Swedish Group that invests in small and medium-sized businesses",28867.5014,Company,Marebak,0,0,Limited
French Sardine Ltd. Liability Co,Indian black tiger shrimp,24766.6728,Company,Oceanus,0,0,Limited
French Sardine NV Cargo,,4767.2127,Company,Marebak,,,N.V.
French Sardine Pic Express,,,Company,Valtalmo,,,PLC
French Sardine SRL Marine,,5866.6728,Company,Oceanus,,,SRL
French Sardine Tidal flat,,4886.6728,Company,Oceanus,,,NULL
French Sardine Trawler Co Import,Zinc and aluminum die cast hardware and components,82066.6728,Company,Oceanus,0,0,Co
French Sardine Trawler OJSC United,,18166.6728,Company,Oceanus,,,OJSC
French Sole AB Lighthouse,Groceries and other related products,29266.6728,Company,Oceanus,0,0,AB
French Sole AG Oceanography,,,Company,Gavanovia,,,AG
French Sole Corporation Worldwide,,6756.6728,Company,Oceanus,,,Co
French Sole Flounder Oyj Marine life,,8466.6728,Company,Oceanus,,,Oyj
French Sole Kga Transport,,13436.6728,Company,Oceanus,,,Kga
French Sole Oyj Services,,5386.6728,Company,Oceanus,,,Oyj
"French, Castro and Ortiz",,,Beneficial Owner,ZH,,,NULL
"French, Cox and Burns",,,Company Contacts,ZH,,,NULL
"French, Murphy and Sharp",,,Beneficial Owner,ZH,,,NULL
"French, Santos and Hale",,,Company Contacts,ZH,,,NULL
"French, Wang and Donaldson",,,Beneficial Owner,ZH,,,NULL
French-Austin,,,Company,ZH,,,NULL
French-Cochran,,,Beneficial Owner,ZH,,,NULL
French-Jones,,,Beneficial Owner,ZH,,,NULL
French-Velasquez,,,Beneficial Owner,ZH,,,NULL
Fresh  Limited Liability Company,Fish and sea food products,51902.283,Company,Marebak,1,1,Limited
Fresh  Ltd. Liability Co,,5016.6728,Company,Oceanus,,,Limited
Fresh  Ltd. Liability Co Consulting,"Including Municipal Solid Waste recovery and Plastics Recovery facilities , Salvage and Recycling industries , Scrap Metal source: freelance researcher",8319.6728,Company,Talandria,0,0,Limited
Fresh  Wakame LC Marine sanctuary,"Industrial furnaces, as well as melt shop process equipments for the metals industry",,Company,Oceanus,0,0,Limited
Fresh Cargo  AB Holdings,Smoked and salted fish products,10823.7844,Company,Nalakond,1,1,AB
Fresh Limited Liability Company Carriers,"Shell-on shrimp, cooked and peeled shrimp, and turbot",6416.6728,Company,Coralmarica,0,0,Limited
Fresh Ltd. Liability Co,Fish and fish products,330622.5004,Company,Marebak,1,1,Limited
Fresh Ltd. Liability Co,,6733.6585,Company,Nalakond,,,Limited
Fresh Seabreeze Corp Services,,,Company,Isliandor,,,Co
Frey and Sons,Seafood and vegetables,20499.8777,Company,ZH,1,1,Sons
Frey Group,,,Company Contacts,ZH,,,Group
Frey LLC,,,Beneficial Owner,ZH,,,Limited
Frey LLC,,,Beneficial Owner,ZH,,,Limited
Frey Ltd,,,Beneficial Owner,ZH,,,Limited
"Frey, Lopez and Crawford",,,Beneficial Owner,ZH,,,NULL
"Frey, Velasquez and Klein",,,Beneficial Owner,ZH,,,NULL
Frey-Bruce,,,Beneficial Owner,ZH,,,NULL
Frey-Garcia,,4957.5219,Company,ZH,,,NULL
Frey-Jones,,,Company Contacts,ZH,,,NULL
Frey-Kim,,,Beneficial Owner,ZH,,,NULL
Frey-Peters,,5046.6728,Company,ZH,,,NULL
Frey-Watson,,,Beneficial Owner,ZH,,,NULL
Friedman and Sons,,,Beneficial Owner,ZH,,,Sons
Friedman LLC,,,Company,ZH,,,Limited
Friedman LLC,,,Beneficial Owner,ZH,,,Limited
Friedman PLC,,,Beneficial Owner,ZH,,,PLC
"Friedman, Andrews and Wilson",,,Company Contacts,ZH,,,NULL
"Friedman, Hansen and Smith",,,Beneficial Owner,ZH,,,NULL
"Friedman, Moreno and Flores",,,Beneficial Owner,ZH,,,NULL
"Friedman, Osborn and Ferrell",,,Beneficial Owner,ZH,,,NULL
Friedman-Herman,,5746.0379,Company,ZH,,,NULL
Friedman-Kidd,,,Company Contacts,ZH,,,NULL
Fritz Inc,,,Beneficial Owner,ZH,,,Inc
"Fritz, Brown and Cruz",,,Beneficial Owner,ZH,,,NULL
